9,select top # * from [output_sample]
2019-02-15 11:14:00,1
2019-04-23 15:53:00,3
2019-04-23 15:55:00,1
2019-04-23 15:59:00,1
2019-06-17 14:43:00,1
2019-06-17 14:57:00,1
2019-06-17 15:02:00,1
