26,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM ..PhotoObj AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = P.objID WHERE (p.type = #)"
2019-02-01 15:49:00,2
2019-02-02 09:34:00,1
2019-02-19 01:07:00,1
2019-02-28 12:15:00,1
2019-03-19 01:53:00,1
2019-04-01 22:00:00,1
2019-04-08 13:01:00,1
2019-04-08 13:02:00,1
2019-06-03 10:13:00,1
2019-06-03 10:15:00,1
2019-06-03 10:24:00,1
2019-06-03 13:49:00,1
2019-06-21 07:01:00,1
2019-07-03 09:58:00,1
2019-08-08 01:59:00,1
2019-08-22 16:11:00,1
2019-08-22 16:12:00,1
2019-09-25 13:15:00,2
2019-10-08 21:22:00,1
2019-10-16 21:56:00,1
2019-11-07 02:07:00,1
2019-11-07 13:10:00,1
2019-11-07 13:11:00,1
2019-12-12 03:04:00,1
