2,"SELECT s.specObjID, s.ra, s.dec, s.z, s.zErr, s.class into mydb.A0#_#_# FROM SpecPhotoAll s WHERE s.ra BETWEEN # AND # AND s.dec BETWEEN # AND # AND s.z BETWEEN # AND # AND s.class = #"
2019-04-22 01:56:00,1
2019-05-11 07:02:00,1
