4,"select mjd, ra, dec, u, g, r, i, z from PhotoObj where dec < # AND dec > # AND (ra > # OR ra < #)"
2019-11-16 03:27:00,1
2019-11-16 04:04:00,1
2019-11-17 14:33:00,1
2019-11-20 05:31:00,1
