8,"SELECT bestObjID, z From SpecObj WHERE htmid*# & # < (# * #) AND class = QSO AND zWarning = # AND z BETWEEN # and #"
2019-03-12 20:29:00,1
2019-03-12 20:30:00,2
2019-03-12 20:45:00,2
2019-03-12 20:48:00,1
2019-03-13 17:29:00,2
