942,"SELECT top # objID, ra, dec, g, clean FROM PhotoObj WHERE CLEAN = #"
2019-06-23 01:14:00,1
2019-06-23 04:51:00,1
2019-06-23 04:54:00,1
2019-06-23 11:12:00,1
2019-06-23 15:53:00,1
2019-06-23 16:29:00,1
2019-06-23 17:54:00,1
2019-06-23 19:19:00,1
2019-06-23 22:53:00,1
2019-06-24 10:17:00,1
2019-06-24 12:41:00,1
2019-06-25 00:06:00,1
2019-06-25 08:53:00,1
2019-06-25 12:37:00,1
2019-06-25 15:12:00,1
2019-06-25 15:58:00,1
2019-06-25 19:11:00,1
2019-06-27 02:01:00,1
2019-06-27 02:45:00,1
2019-06-27 08:39:00,1
2019-06-27 20:11:00,1
2019-06-28 03:36:00,1
2019-06-28 13:04:00,1
2019-06-29 05:37:00,1
2019-06-29 15:10:00,1
2019-06-29 15:39:00,1
2019-06-29 17:05:00,1
2019-06-30 10:36:00,1
2019-07-01 08:49:00,1
2019-07-01 21:30:00,1
2019-07-02 01:35:00,1
2019-07-02 15:18:00,1
2019-07-02 15:21:00,1
2019-07-02 18:47:00,1
2019-07-02 19:48:00,1
2019-07-03 09:31:00,1
2019-07-03 10:02:00,1
2019-07-03 14:26:00,1
2019-07-05 10:46:00,1
2019-07-05 14:24:00,1
2019-07-06 00:13:00,1
2019-07-06 07:49:00,1
2019-07-07 00:27:00,1
2019-07-07 11:22:00,1
2019-07-08 05:34:00,1
2019-07-08 12:38:00,1
2019-07-08 17:45:00,1
2019-07-10 14:26:00,1
2019-07-11 15:51:00,1
2019-07-12 03:26:00,1
2019-07-12 10:52:00,1
2019-07-12 17:17:00,1
2019-07-12 19:18:00,1
2019-07-13 04:58:00,1
2019-07-13 08:13:00,1
2019-07-14 02:13:00,1
2019-07-14 05:02:00,1
2019-07-14 08:19:00,1
2019-07-14 08:28:00,1
2019-07-14 18:16:00,1
2019-07-14 21:03:00,1
2019-07-18 09:31:00,1
2019-07-18 10:29:00,1
2019-07-18 23:57:00,1
2019-07-19 03:17:00,1
2019-07-19 23:00:00,1
2019-07-20 00:26:00,1
2019-07-20 00:41:00,1
2019-07-20 04:32:00,1
2019-07-20 04:37:00,1
2019-07-20 05:34:00,1
2019-07-20 11:13:00,1
2019-07-21 06:58:00,1
2019-07-21 18:55:00,1
2019-07-22 05:35:00,1
2019-07-22 16:55:00,1
2019-07-22 17:16:00,1
2019-07-22 18:03:00,1
2019-07-23 15:22:00,1
2019-07-24 01:27:00,1
2019-07-24 02:15:00,1
2019-07-24 08:19:00,1
2019-07-24 17:52:00,1
2019-07-25 05:16:00,1
2019-07-25 07:50:00,1
2019-07-25 14:02:00,1
2019-07-25 17:00:00,1
2019-07-25 23:10:00,1
2019-07-26 05:05:00,1
2019-07-26 11:49:00,12
2019-07-26 16:19:00,1
2019-07-26 18:41:00,1
2019-07-28 08:40:00,1
2019-07-28 20:33:00,1
2019-07-29 02:47:00,1
2019-07-29 16:15:00,1
2019-07-30 02:17:00,1
2019-08-01 02:34:00,1
2019-08-01 10:42:00,1
2019-08-02 06:27:00,1
2019-08-03 09:20:00,1
2019-08-03 17:12:00,1
2019-08-03 18:06:00,1
2019-08-04 01:19:00,1
2019-08-04 02:16:00,1
2019-08-04 15:04:00,1
2019-08-04 19:06:00,1
2019-08-04 21:41:00,1
2019-08-04 22:01:00,1
2019-08-05 04:09:00,1
2019-08-05 04:26:00,1
2019-08-05 15:04:00,1
2019-08-05 20:07:00,1
2019-08-05 20:28:00,1
2019-08-06 05:13:00,1
2019-08-06 14:07:00,1
2019-08-08 19:17:00,1
2019-08-09 08:33:00,1
2019-08-09 14:55:00,1
2019-08-09 17:51:00,1
2019-08-11 00:25:00,1
2019-08-11 00:31:00,1
2019-08-12 15:39:00,1
2019-08-12 16:58:00,1
2019-08-12 18:28:00,1
2019-08-13 15:40:00,1
2019-08-14 22:54:00,1
2019-08-15 03:58:00,1
2019-08-16 07:10:00,1
2019-08-16 13:27:00,1
2019-08-16 23:53:00,1
2019-08-17 08:31:00,1
2019-08-17 09:02:00,1
2019-08-17 09:20:00,1
2019-08-17 10:38:00,1
2019-08-18 00:26:00,1
2019-08-18 04:31:00,1
2019-08-18 11:21:00,1
2019-08-18 17:21:00,1
2019-08-20 23:10:00,1
2019-08-21 04:51:00,1
2019-08-22 07:43:00,1
2019-08-23 01:46:00,1
2019-08-23 08:04:00,1
2019-08-23 14:27:00,1
2019-08-23 15:40:00,1
2019-08-24 02:41:00,1
2019-08-25 17:07:00,1
2019-08-27 22:45:00,1
2019-08-28 00:09:00,1
2019-08-28 17:57:00,1
2019-08-29 12:21:00,1
2019-08-30 05:14:00,1
2019-08-30 11:00:00,1
2019-08-30 14:38:00,1
2019-08-31 08:43:00,1
2019-08-31 13:56:00,1
2019-08-31 17:49:00,1
2019-09-01 04:27:00,1
2019-09-01 07:50:00,2
2019-09-01 16:59:00,1
2019-09-01 18:24:00,1
2019-09-02 10:04:00,1
2019-09-02 18:14:00,1
2019-09-03 16:34:00,1
2019-09-04 03:46:00,1
2019-09-05 05:45:00,1
2019-09-05 05:53:00,1
2019-09-05 22:39:00,1
2019-09-05 22:54:00,1
2019-09-06 03:33:00,1
2019-09-06 07:40:00,1
2019-09-06 22:02:00,1
2019-09-07 10:42:00,1
2019-09-07 17:37:00,1
2019-09-07 17:50:00,1
2019-09-08 03:27:00,1
2019-09-08 07:08:00,1
2019-09-08 10:21:00,1
2019-09-08 15:52:00,1
2019-09-10 08:02:00,1
2019-09-11 12:56:00,1
2019-09-11 22:27:00,1
2019-09-12 07:27:00,1
2019-09-12 08:10:00,1
2019-09-12 09:07:00,1
2019-09-13 00:40:00,1
2019-09-13 05:14:00,1
2019-09-14 17:56:00,1
2019-09-15 00:03:00,1
2019-09-15 06:06:00,1
2019-09-15 07:06:00,1
2019-09-15 08:05:00,1
2019-09-16 12:46:00,1
2019-09-16 15:52:00,1
2019-09-17 03:03:00,1
2019-09-17 10:27:00,1
2019-09-17 15:11:00,1
2019-09-17 23:54:00,1
2019-09-18 03:07:00,1
2019-09-18 11:38:00,1
2019-09-18 14:09:00,1
2019-09-18 14:19:00,1
2019-09-18 19:17:00,1
2019-09-18 19:52:00,1
2019-09-18 22:04:00,1
2019-09-19 01:06:00,1
2019-09-19 09:11:00,1
2019-09-19 15:47:00,1
2019-09-20 00:38:00,1
2019-09-20 01:53:00,1
2019-09-20 08:55:00,1
2019-09-21 05:51:00,1
2019-09-21 13:08:00,1
2019-09-21 18:20:00,1
2019-09-21 19:59:00,1
2019-09-23 04:16:00,1
2019-09-23 04:33:00,1
2019-09-23 05:55:00,1
2019-09-23 19:07:00,1
2019-09-25 03:07:00,1
2019-09-25 06:11:00,1
2019-09-25 07:30:00,1
2019-09-26 03:42:00,1
2019-09-26 05:03:00,1
2019-09-26 06:03:00,1
2019-09-26 18:48:00,1
2019-09-27 14:21:00,1
2019-09-27 15:24:00,1
2019-09-28 00:02:00,1
2019-09-28 04:53:00,1
2019-09-28 15:15:00,1
2019-09-28 22:06:00,1
2019-09-29 02:35:00,1
2019-09-29 09:03:00,1
2019-09-29 18:57:00,1
2019-09-29 22:26:00,1
2019-09-29 23:26:00,1
2019-09-30 01:51:00,1
2019-09-30 02:58:00,1
2019-09-30 07:59:00,1
2019-09-30 10:27:00,1
2019-09-30 12:37:00,1
2019-10-02 06:58:00,1
2019-10-02 09:38:00,1
2019-10-03 15:14:00,1
2019-10-03 18:51:00,1
2019-10-03 19:03:00,1
2019-10-03 21:02:00,1
2019-10-03 21:32:00,1
2019-10-04 02:01:00,1
2019-10-04 06:03:00,1
2019-10-04 12:14:00,1
2019-10-04 16:31:00,1
2019-10-07 07:11:00,1
2019-10-08 01:30:00,1
2019-10-08 03:35:00,1
2019-10-08 11:46:00,1
2019-10-08 19:47:00,1
2019-10-09 11:36:00,1
2019-10-09 17:09:00,1
2019-10-10 05:46:00,1
2019-10-10 08:44:00,1
2019-10-11 02:54:00,1
2019-10-12 03:22:00,1
2019-10-13 01:46:00,1
2019-10-13 12:50:00,1
2019-10-14 01:10:00,1
2019-10-14 03:31:00,1
2019-10-14 09:10:00,1
2019-10-14 14:33:00,1
2019-10-16 18:19:00,1
2019-10-16 23:12:00,1
2019-10-17 05:16:00,1
2019-10-17 10:11:00,1
2019-10-17 12:50:00,1
2019-10-17 17:44:00,1
2019-10-18 10:57:00,1
2019-10-19 10:04:00,1
2019-10-19 17:42:00,1
2019-10-20 04:42:00,1
2019-10-21 00:27:00,1
2019-10-21 02:34:00,1
2019-10-21 08:06:00,1
2019-10-21 14:23:00,1
2019-10-22 04:02:00,1
2019-10-22 05:39:00,1
2019-10-22 05:50:00,1
2019-10-22 08:00:00,1
2019-10-22 10:14:00,1
2019-10-22 19:52:00,1
2019-10-22 20:31:00,1
2019-10-22 21:03:00,1
2019-10-22 21:14:00,1
2019-10-22 21:34:00,1
2019-10-22 23:59:00,1
2019-10-23 00:10:00,1
2019-10-23 12:56:00,1
2019-10-23 14:58:00,1
2019-10-23 20:45:00,1
2019-10-24 02:47:00,1
2019-10-24 09:53:00,1
2019-10-24 11:26:00,1
2019-10-24 13:37:00,1
2019-10-24 15:15:00,1
2019-10-24 16:37:00,1
2019-10-24 16:39:00,1
2019-10-24 17:10:00,1
2019-10-24 21:30:00,1
2019-10-24 21:40:00,1
2019-10-24 22:30:00,1
2019-10-25 00:14:00,1
2019-10-25 00:38:00,1
2019-10-25 00:48:00,1
2019-10-25 01:53:00,1
2019-10-25 03:17:00,1
2019-10-26 05:14:00,1
2019-10-26 18:08:00,1
2019-10-26 19:37:00,1
2019-10-27 10:12:00,1
2019-10-29 16:29:00,1
2019-10-30 08:06:00,1
2019-10-30 09:59:00,1
2019-10-30 19:06:00,1
2019-10-30 20:55:00,1
2019-10-30 23:49:00,1
2019-10-31 04:15:00,1
2019-11-01 05:34:00,1
2019-11-01 07:49:00,1
2019-11-01 21:18:00,1
2019-11-02 00:06:00,1
2019-11-02 01:14:00,1
2019-11-02 04:43:00,1
2019-11-02 07:12:00,1
2019-11-02 08:38:00,1
2019-11-02 21:32:00,1
2019-11-03 16:38:00,1
2019-11-04 13:40:00,1
2019-11-04 16:32:00,1
2019-11-04 22:43:00,1
2019-11-05 04:19:00,1
2019-11-06 15:47:00,1
2019-11-06 20:01:00,1
2019-11-07 06:18:00,1
2019-11-08 17:50:00,1
2019-11-08 20:51:00,1
2019-11-09 04:19:00,1
2019-11-09 08:18:00,1
2019-11-09 16:31:00,1
2019-11-10 11:23:00,1
2019-11-10 13:34:00,1
2019-11-11 15:07:00,1
2019-11-12 04:21:00,1
2019-11-13 05:26:00,1
2019-11-13 14:11:00,1
2019-11-13 19:11:00,1
2019-11-13 19:58:00,1
2019-11-14 01:47:00,1
2019-11-14 09:36:00,1
2019-11-14 13:46:00,1
2019-11-14 17:54:00,1
2019-11-14 18:37:00,1
2019-11-14 18:38:00,1
2019-11-14 19:31:00,1
2019-11-14 22:49:00,1
2019-11-14 23:24:00,1
2019-11-15 02:23:00,1
2019-11-15 02:42:00,1
2019-11-15 14:34:00,1
2019-11-16 04:46:00,1
2019-11-16 05:17:00,1
2019-11-16 09:32:00,1
2019-11-16 12:51:00,1
2019-11-17 12:50:00,1
2019-11-18 09:53:00,1
2019-11-18 14:32:00,1
2019-11-18 21:34:00,1
2019-11-19 00:31:00,1
2019-11-19 08:48:00,1
2019-11-19 17:52:00,1
2019-11-19 19:18:00,1
2019-11-20 04:52:00,1
2019-11-20 12:40:00,1
2019-11-21 20:15:00,1
2019-11-22 01:00:00,1
2019-11-22 08:42:00,1
2019-11-22 13:57:00,1
2019-11-22 17:03:00,1
2019-11-22 18:44:00,1
2019-11-23 00:38:00,1
2019-11-23 05:44:00,1
2019-11-23 15:19:00,1
2019-11-24 15:25:00,1
2019-11-25 07:40:00,1
2019-11-27 06:06:00,1
2019-11-27 12:31:00,1
2019-11-28 06:48:00,1
2019-11-29 00:44:00,1
2019-11-30 01:05:00,1
2019-12-01 00:20:00,1
2019-12-01 06:24:00,1
2019-12-01 13:53:00,1
2019-12-01 18:48:00,1
2019-12-01 19:02:00,1
2019-12-03 00:02:00,1
2019-12-03 01:16:00,1
2019-12-03 04:03:00,1
2019-12-03 05:18:00,1
2019-12-03 07:38:00,1
2019-12-03 08:35:00,1
2019-12-03 13:42:00,1
2019-12-03 14:49:00,1
2019-12-04 07:48:00,1
2019-12-04 09:16:00,1
2019-12-04 11:19:00,1
2019-12-04 11:20:00,1
2019-12-04 23:18:00,1
2019-12-05 00:06:00,1
2019-12-05 00:52:00,1
2019-12-05 01:10:00,1
2019-12-05 01:56:00,1
2019-12-05 02:55:00,1
2019-12-05 09:51:00,1
2019-12-05 10:52:00,1
2019-12-05 11:03:00,1
2019-12-05 11:17:00,1
2019-12-05 13:57:00,1
2019-12-05 19:17:00,1
2019-12-05 20:31:00,1
2019-12-06 09:10:00,1
2019-12-06 10:27:00,1
2019-12-06 19:43:00,1
2019-12-06 20:52:00,1
2019-12-07 14:25:00,1
2019-12-07 21:09:00,1
2019-12-09 06:20:00,1
2019-12-09 06:38:00,1
2019-12-09 20:08:00,1
2019-12-11 06:02:00,1
2019-12-11 08:28:00,1
2019-12-11 10:41:00,1
2019-12-12 00:28:00,1
2019-12-12 01:10:00,1
2019-12-12 01:15:00,1
2019-12-12 06:03:00,1
2019-12-12 06:12:00,1
2019-12-12 13:45:00,1
2019-12-12 16:22:00,1
2019-12-13 10:15:00,1
2019-12-13 11:08:00,1
2019-12-13 12:21:00,1
2019-12-13 13:36:00,1
2019-12-14 10:25:00,1
2019-12-15 19:19:00,1
2019-12-16 06:52:00,1
2019-12-16 22:38:00,1
2019-12-17 00:20:00,1
2019-12-18 01:05:00,1
2019-12-18 01:33:00,1
2019-12-18 09:18:00,1
2019-12-18 10:51:00,1
2019-12-18 13:42:00,1
2019-12-18 18:49:00,1
2019-12-18 18:50:00,1
2019-12-18 22:06:00,1
2019-12-19 16:41:00,1
2019-12-19 16:48:00,1
2019-12-19 20:00:00,1
2019-12-20 09:04:00,1
2019-12-20 17:22:00,1
2019-12-20 20:17:00,1
2019-12-20 20:37:00,1
2019-12-21 04:56:00,1
2019-12-21 17:17:00,1
2019-12-22 05:04:00,1
2019-12-22 05:05:00,4
2019-12-22 05:07:00,2
2019-12-22 10:42:00,1
2019-12-22 10:53:00,1
2019-12-22 15:06:00,1
2019-12-23 08:47:00,1
2019-12-23 23:26:00,1
2019-12-25 01:52:00,1
2019-12-25 03:08:00,1
2019-12-25 05:00:00,1
2019-12-26 03:12:00,1
2019-12-26 15:21:00,1
2019-12-26 16:25:00,1
2019-12-27 06:05:00,1
2019-12-27 12:34:00,1
2019-12-27 17:27:00,1
2019-12-28 07:44:00,1
2019-12-28 23:40:00,1
2019-12-29 05:28:00,1
2019-12-29 06:55:00,1
2019-12-30 05:23:00,1
2019-12-30 06:55:00,1
2019-12-30 16:36:00,1
2019-12-30 21:43:00,1
2019-12-31 00:07:00,1
