942,"SELECT top # objID, ra, dec, g, clean FROM PhotoObj WHERE CLEAN = #"
2019-01-01 09:50:00,1
2019-01-01 11:12:00,1
2019-01-02 00:21:00,1
2019-01-02 00:51:00,1
2019-01-02 01:43:00,1
2019-01-03 11:11:00,1
2019-01-03 14:28:00,1
2019-01-04 01:00:00,1
2019-01-05 08:25:00,1
2019-01-05 08:30:00,1
2019-01-05 12:30:00,1
2019-01-06 12:48:00,1
2019-01-07 00:14:00,1
2019-01-07 23:35:00,1
2019-01-08 00:38:00,1
2019-01-08 03:33:00,1
2019-01-08 03:46:00,1
2019-01-08 06:10:00,1
2019-01-08 06:29:00,1
2019-01-08 07:29:00,1
2019-01-08 08:43:00,1
2019-01-08 15:39:00,1
2019-01-10 02:24:00,1
2019-01-10 08:43:00,1
2019-01-10 14:27:00,1
2019-01-10 22:41:00,1
2019-01-11 04:47:00,1
2019-01-11 05:04:00,1
2019-01-11 16:27:00,1
2019-01-12 03:27:00,1
2019-01-12 09:04:00,1
2019-01-13 08:33:00,1
2019-01-13 09:14:00,1
2019-01-14 11:29:00,1
2019-01-16 00:19:00,1
2019-01-16 09:51:00,1
2019-01-17 04:26:00,1
2019-01-17 09:36:00,1
2019-01-17 22:57:00,1
2019-01-19 03:59:00,1
2019-01-19 20:46:00,1
2019-01-20 18:21:00,1
2019-01-22 08:31:00,1
2019-01-22 08:54:00,1
2019-01-22 13:50:00,1
2019-01-23 22:15:00,1
2019-01-23 23:31:00,1
2019-01-24 08:40:00,1
2019-01-24 08:51:00,1
2019-01-24 13:29:00,1
2019-01-25 11:12:00,1
2019-01-25 16:02:00,1
2019-01-25 17:18:00,1
2019-01-26 11:17:00,1
2019-01-26 12:31:00,1
2019-01-26 13:19:00,1
2019-01-26 20:57:00,1
2019-01-27 14:49:00,1
2019-01-27 22:28:00,1
2019-01-28 14:41:00,1
2019-01-28 15:21:00,1
2019-01-29 01:24:00,1
2019-01-30 09:34:00,1
2019-01-30 16:39:00,2
2019-01-30 23:14:00,1
2019-02-01 10:25:00,1
2019-02-01 21:58:00,1
2019-02-02 06:21:00,1
2019-02-02 08:28:00,1
2019-02-02 15:29:00,1
2019-02-02 21:04:00,1
2019-02-04 13:42:00,1
2019-02-04 14:15:00,1
2019-02-04 14:46:00,1
2019-02-07 05:18:00,1
2019-02-08 01:34:00,1
2019-02-08 05:08:00,1
2019-02-08 16:51:00,1
2019-02-08 18:16:00,1
2019-02-08 22:22:00,1
2019-02-09 14:09:00,1
2019-02-09 17:38:00,1
2019-02-10 04:20:00,1
2019-02-10 05:57:00,1
2019-02-10 09:47:00,1
2019-02-11 03:30:00,1
2019-02-11 11:22:00,1
2019-02-11 22:15:00,1
2019-02-11 22:30:00,1
2019-02-12 02:22:00,1
2019-02-12 15:59:00,1
2019-02-12 19:33:00,1
2019-02-12 19:47:00,1
2019-02-13 13:09:00,1
2019-02-14 11:37:00,1
2019-02-14 12:19:00,1
2019-02-14 13:02:00,1
2019-02-14 18:54:00,1
2019-02-15 18:16:00,1
2019-02-15 22:47:00,1
2019-02-16 07:09:00,1
2019-02-17 08:54:00,1
2019-02-17 21:33:00,1
2019-02-17 21:34:00,1
2019-02-17 23:09:00,1
2019-02-18 00:09:00,1
2019-02-18 02:17:00,1
2019-02-18 03:07:00,1
2019-02-18 03:10:00,1
2019-02-19 00:05:00,1
2019-02-19 06:46:00,1
2019-02-20 04:02:00,1
2019-02-20 10:53:00,1
2019-02-21 13:48:00,1
2019-02-23 20:07:00,1
2019-02-24 08:02:00,1
2019-02-24 14:06:00,1
2019-02-25 10:44:00,1
2019-02-25 18:48:00,1
2019-02-26 02:10:00,1
2019-02-27 19:58:00,1
2019-02-27 22:37:00,1
2019-02-28 02:31:00,1
2019-02-28 03:38:00,1
2019-02-28 08:43:00,1
2019-02-28 14:47:00,1
2019-03-01 02:45:00,1
2019-03-01 04:42:00,1
2019-03-01 10:13:00,1
2019-03-01 13:06:00,1
2019-03-01 14:11:00,1
2019-03-01 21:56:00,1
2019-03-01 22:37:00,1
2019-03-02 02:14:00,1
2019-03-02 06:10:00,1
2019-03-02 22:44:00,1
2019-03-03 03:01:00,1
2019-03-03 21:09:00,1
2019-03-04 09:04:00,1
2019-03-04 22:49:00,1
2019-03-04 22:57:00,1
2019-03-05 07:38:00,1
2019-03-05 09:01:00,1
2019-03-06 00:17:00,1
2019-03-06 11:55:00,1
2019-03-06 14:51:00,1
2019-03-06 19:23:00,1
2019-03-07 07:07:00,1
2019-03-07 08:32:00,1
2019-03-07 13:57:00,1
2019-03-08 11:10:00,1
2019-03-08 14:27:00,1
2019-03-08 19:32:00,1
2019-03-08 21:37:00,1
2019-03-08 23:18:00,1
2019-03-09 09:24:00,1
2019-03-09 11:51:00,1
2019-03-09 13:14:00,1
2019-03-09 17:31:00,1
2019-03-10 02:30:00,1
2019-03-10 18:14:00,1
2019-03-10 18:58:00,1
2019-03-11 02:55:00,1
2019-03-11 08:37:00,1
2019-03-11 16:55:00,1
2019-03-13 03:43:00,1
2019-03-13 12:04:00,1
2019-03-14 01:05:00,1
2019-03-14 13:01:00,1
2019-03-14 22:17:00,1
2019-03-14 22:18:00,1
2019-03-15 01:31:00,1
2019-03-15 03:51:00,1
2019-03-15 18:49:00,1
2019-03-17 21:53:00,1
2019-03-19 14:46:00,2
2019-03-19 18:28:00,1
2019-03-20 13:52:00,1
2019-03-20 18:00:00,1
2019-03-20 22:35:00,1
2019-03-21 03:01:00,1
2019-03-21 16:42:00,1
2019-03-22 00:11:00,1
2019-03-22 01:27:00,1
2019-03-22 05:27:00,1
2019-03-22 19:05:00,1
2019-03-23 16:39:00,1
2019-03-24 01:08:00,1
2019-03-25 02:13:00,1
2019-03-25 05:01:00,1
2019-03-25 10:02:00,1
2019-03-25 10:12:00,1
2019-03-25 11:02:00,1
2019-03-26 09:49:00,1
2019-03-26 10:54:00,1
2019-03-26 15:57:00,1
2019-03-26 19:57:00,1
2019-03-26 20:33:00,1
2019-03-26 21:00:00,1
2019-03-27 07:32:00,1
2019-03-27 17:07:00,1
2019-03-27 19:24:00,1
2019-03-27 19:26:00,1
2019-03-28 16:19:00,1
2019-03-28 18:37:00,1
2019-03-28 18:53:00,1
2019-03-28 20:03:00,1
2019-03-28 23:03:00,1
2019-03-29 08:02:00,1
2019-03-29 08:27:00,1
2019-03-29 23:55:00,1
2019-03-30 09:09:00,1
2019-03-30 09:51:00,1
2019-03-31 13:37:00,1
2019-03-31 20:51:00,1
2019-04-01 06:27:00,1
2019-04-01 08:30:00,1
2019-04-01 15:51:00,1
2019-04-01 20:08:00,1
2019-04-01 20:24:00,1
2019-04-01 22:22:00,1
2019-04-02 10:47:00,1
2019-04-03 08:04:00,2
2019-04-03 13:34:00,1
2019-04-04 13:35:00,1
2019-04-05 01:47:00,1
2019-04-05 08:30:00,1
2019-04-05 10:25:00,1
2019-04-05 15:26:00,1
2019-04-05 16:31:00,1
2019-04-05 18:39:00,1
2019-04-06 07:47:00,1
2019-04-07 07:00:00,1
2019-04-07 14:48:00,1
2019-04-07 16:47:00,1
2019-04-08 15:41:00,1
2019-04-08 18:53:00,1
2019-04-09 07:46:00,1
2019-04-09 08:44:00,1
2019-04-09 12:31:00,1
2019-04-09 21:23:00,1
2019-04-09 21:24:00,1
2019-04-09 21:28:00,1
2019-04-10 00:39:00,1
2019-04-10 03:00:00,1
2019-04-10 17:52:00,2
2019-04-12 08:29:00,1
2019-04-13 14:48:00,1
2019-04-14 08:07:00,1
2019-04-14 08:54:00,1
2019-04-14 12:44:00,1
2019-04-15 12:51:00,1
2019-04-15 13:08:00,1
2019-04-15 22:48:00,1
2019-04-16 06:40:00,1
2019-04-16 06:56:00,1
2019-04-16 11:15:00,1
2019-04-16 11:47:00,1
2019-04-16 18:49:00,1
2019-04-17 15:35:00,1
2019-04-18 05:57:00,1
2019-04-18 09:48:00,1
2019-04-18 10:00:00,1
2019-04-18 14:52:00,1
2019-04-18 21:59:00,1
2019-04-18 22:06:00,1
2019-04-18 22:40:00,1
2019-04-19 00:37:00,1
2019-04-19 01:46:00,1
2019-04-19 10:06:00,1
2019-04-19 19:10:00,1
2019-04-19 23:19:00,1
2019-04-20 20:33:00,1
2019-04-21 06:21:00,1
2019-04-22 10:14:00,1
2019-04-22 14:37:00,1
2019-04-22 23:22:00,1
2019-04-23 08:38:00,1
2019-04-24 00:33:00,1
2019-04-24 14:45:00,1
2019-04-24 21:27:00,1
2019-04-25 05:54:00,1
2019-04-26 04:52:00,1
2019-04-26 11:13:00,1
2019-04-27 00:52:00,1
2019-04-27 07:33:00,1
2019-04-27 09:17:00,1
2019-04-28 03:34:00,1
2019-04-28 08:50:00,1
2019-04-28 10:02:00,1
2019-04-28 13:32:00,1
2019-04-29 06:17:00,1
2019-04-29 09:30:00,1
2019-04-30 08:43:00,1
2019-04-30 10:44:00,1
2019-05-01 15:13:00,1
2019-05-01 20:41:00,1
2019-05-02 09:54:00,1
2019-05-02 11:29:00,1
2019-05-02 21:09:00,1
2019-05-02 21:15:00,1
2019-05-03 04:45:00,1
2019-05-03 14:49:00,1
2019-05-03 17:30:00,1
2019-05-04 00:13:00,1
2019-05-04 09:21:00,1
2019-05-04 13:58:00,1
2019-05-04 15:45:00,1
2019-05-05 08:54:00,1
2019-05-06 07:07:00,1
2019-05-06 08:46:00,1
2019-05-06 09:49:00,1
2019-05-06 11:52:00,1
2019-05-06 15:41:00,1
2019-05-07 22:16:00,1
2019-05-10 06:45:00,1
2019-05-10 16:26:00,1
2019-05-10 17:33:00,1
2019-05-11 05:57:00,1
2019-05-11 07:40:00,1
2019-05-11 19:47:00,1
2019-05-12 00:01:00,1
2019-05-13 03:24:00,1
2019-05-13 08:47:00,1
2019-05-13 13:18:00,1
2019-05-13 23:14:00,1
2019-05-14 08:00:00,1
2019-05-14 08:21:00,1
2019-05-14 20:20:00,1
2019-05-15 23:06:00,1
2019-05-16 00:02:00,1
2019-05-16 00:49:00,1
2019-05-16 19:48:00,1
2019-05-16 23:55:00,1
2019-05-17 04:31:00,1
2019-05-17 04:47:00,1
2019-05-17 05:04:00,1
2019-05-17 18:13:00,1
2019-05-18 20:37:00,1
2019-05-18 21:27:00,1
2019-05-18 22:05:00,1
2019-05-19 11:02:00,1
2019-05-20 11:34:00,1
2019-05-20 17:18:00,1
2019-05-20 19:24:00,1
2019-05-21 03:22:00,1
2019-05-21 03:28:00,1
2019-05-21 09:34:00,1
2019-05-21 11:02:00,1
2019-05-22 06:57:00,1
2019-05-22 23:38:00,1
2019-05-23 04:24:00,1
2019-05-23 07:13:00,1
2019-05-23 10:04:00,1
2019-05-23 12:22:00,1
2019-05-23 12:26:00,1
2019-05-23 13:37:00,1
2019-05-23 17:02:00,1
2019-05-24 02:18:00,1
2019-05-24 08:58:00,1
2019-05-24 13:36:00,1
2019-05-24 17:37:00,1
2019-05-24 19:54:00,1
2019-05-24 20:44:00,1
2019-05-24 21:11:00,1
2019-05-24 23:59:00,1
2019-05-25 03:19:00,1
2019-05-25 23:39:00,1
2019-05-27 12:26:00,1
2019-05-28 21:24:00,1
2019-05-29 04:42:00,1
2019-05-29 12:48:00,1
2019-05-29 17:44:00,1
2019-05-30 03:06:00,1
2019-05-30 03:33:00,1
2019-05-30 16:04:00,1
2019-05-30 21:59:00,1
2019-05-31 02:03:00,1
2019-05-31 16:38:00,1
2019-05-31 23:01:00,1
2019-06-02 05:53:00,1
2019-06-02 11:41:00,1
2019-06-03 09:27:00,1
2019-06-03 19:12:00,1
2019-06-04 09:01:00,1
2019-06-05 00:46:00,1
2019-06-05 01:48:00,1
2019-06-05 13:45:00,1
2019-06-05 18:32:00,1
2019-06-06 07:25:00,1
2019-06-06 09:56:00,1
2019-06-06 13:17:00,1
2019-06-07 15:07:00,1
2019-06-10 21:10:00,1
2019-06-10 21:26:00,1
2019-06-11 00:47:00,1
2019-06-11 01:53:00,1
2019-06-11 02:05:00,1
2019-06-11 15:48:00,1
2019-06-11 16:26:00,1
2019-06-12 16:32:00,1
2019-06-13 05:11:00,1
2019-06-14 06:45:00,1
2019-06-14 23:10:00,1
2019-06-15 09:32:00,1
2019-06-15 11:38:00,1
2019-06-15 15:04:00,1
2019-06-15 19:37:00,1
2019-06-16 17:42:00,1
2019-06-17 09:56:00,1
2019-06-18 00:15:00,1
2019-06-18 11:55:00,1
2019-06-18 13:19:00,1
2019-06-18 14:54:00,1
2019-06-18 18:22:00,1
2019-06-19 13:10:00,1
2019-06-20 04:00:00,1
2019-06-20 08:26:00,1
2019-06-20 15:10:00,1
2019-06-21 00:56:00,1
2019-06-21 06:46:00,1
2019-06-21 17:41:00,1
