8,"select p.objid as name, p.ra, p.dec from photoobj p, dbo.fgetNearByObjEq (#, #, #) n where p.objid = n.objid"
2019-04-10 09:45:00,1
2019-06-23 18:34:00,1
2019-07-24 09:22:00,1
2019-10-25 20:19:00,1
2019-11-26 17:32:00,1
2019-12-08 07:29:00,1
2019-12-08 09:16:00,1
2019-12-08 09:26:00,1
