960,"SELECT plate.programname, class, COUNT (specObjId) AS numObjs FROM SpecObjAll JOIN PlateX AS plate ON plate.plate = specObjAll.plate GROUP BY plate.programname, class ORDER BY plate.programname, class"
2019-01-01 09:57:00,1
2019-01-01 11:11:00,1
2019-01-02 00:21:00,1
2019-01-02 00:50:00,1
2019-01-02 01:49:00,1
2019-01-02 09:35:00,1
2019-01-02 10:41:00,1
2019-01-02 16:29:00,1
2019-01-03 11:13:00,1
2019-01-03 17:02:00,1
2019-01-04 08:01:00,1
2019-01-04 13:43:00,1
2019-01-05 08:51:00,1
2019-01-05 12:01:00,1
2019-01-05 17:55:00,1
2019-01-06 12:46:00,1
2019-01-07 00:13:00,1
2019-01-07 23:34:00,1
2019-01-08 01:22:00,1
2019-01-08 03:31:00,1
2019-01-08 03:47:00,1
2019-01-08 06:28:00,1
2019-01-08 06:49:00,1
2019-01-08 07:29:00,1
2019-01-08 08:42:00,1
2019-01-08 16:38:00,1
2019-01-10 02:31:00,1
2019-01-10 10:24:00,1
2019-01-10 22:43:00,1
2019-01-11 04:46:00,1
2019-01-12 03:24:00,1
2019-01-12 09:30:00,1
2019-01-13 08:33:00,1
2019-01-13 09:13:00,1
2019-01-14 11:35:00,1
2019-01-17 04:28:00,1
2019-01-19 01:49:00,1
2019-01-19 20:46:00,1
2019-01-20 18:25:00,1
2019-01-22 08:30:00,1
2019-01-22 08:59:00,1
2019-01-22 14:34:00,1
2019-01-22 20:48:00,1
2019-01-23 21:54:00,1
2019-01-23 23:30:00,1
2019-01-24 13:40:00,1
2019-01-25 11:15:00,1
2019-01-25 16:00:00,1
2019-01-25 17:20:00,1
2019-01-26 08:24:00,1
2019-01-26 13:28:00,1
2019-01-26 21:40:00,1
2019-01-27 15:39:00,1
2019-01-27 22:37:00,1
2019-01-28 15:24:00,1
2019-01-28 16:03:00,1
2019-01-29 03:42:00,1
2019-01-29 19:25:00,1
2019-01-30 09:33:00,1
2019-01-30 17:12:00,1
2019-01-30 17:14:00,4
2019-01-30 17:16:00,9
2019-01-30 19:50:00,1
2019-01-30 23:56:00,1
2019-01-31 20:59:00,1
2019-02-01 11:08:00,1
2019-02-01 12:55:00,1
2019-02-01 18:21:00,1
2019-02-01 22:43:00,1
2019-02-02 10:42:00,1
2019-02-02 12:09:00,1
2019-02-02 15:36:00,1
2019-02-04 04:21:00,1
2019-02-04 13:42:00,1
2019-02-04 14:14:00,1
2019-02-04 14:44:00,1
2019-02-04 21:03:00,1
2019-02-06 13:44:00,1
2019-02-08 01:33:00,1
2019-02-08 05:12:00,1
2019-02-08 16:54:00,1
2019-02-08 18:15:00,1
2019-02-08 22:21:00,1
2019-02-09 12:34:00,1
2019-02-09 15:32:00,1
2019-02-09 17:37:00,1
2019-02-10 05:10:00,1
2019-02-10 05:56:00,1
2019-02-10 09:46:00,1
2019-02-10 18:35:00,1
2019-02-11 03:54:00,1
2019-02-11 04:59:00,1
2019-02-11 11:20:00,1
2019-02-11 22:18:00,1
2019-02-11 22:32:00,1
2019-02-12 16:44:00,1
2019-02-12 19:42:00,1
2019-02-12 19:52:00,1
2019-02-13 02:53:00,1
2019-02-13 13:51:00,1
2019-02-14 12:17:00,1
2019-02-14 12:43:00,1
2019-02-14 13:45:00,1
2019-02-14 18:53:00,1
2019-02-14 19:18:00,1
2019-02-16 07:36:00,1
2019-02-16 19:31:00,1
2019-02-17 06:59:00,1
2019-02-17 10:28:00,1
2019-02-18 00:08:00,1
2019-02-18 01:50:00,1
2019-02-18 03:09:00,1
2019-02-19 00:08:00,1
2019-02-20 01:00:00,1
2019-02-21 06:49:00,1
2019-02-21 10:28:00,1
2019-02-21 14:47:00,1
2019-02-21 15:51:00,1
2019-02-22 01:18:00,1
2019-02-22 21:34:00,1
2019-02-23 12:47:00,1
2019-02-23 15:56:00,1
2019-02-23 17:48:00,1
2019-02-24 07:59:00,1
2019-02-25 23:41:00,1
2019-02-26 00:18:00,1
2019-02-26 02:50:00,1
2019-02-26 08:54:00,1
2019-02-26 15:08:00,1
2019-02-26 15:57:00,1
2019-02-26 19:26:00,1
2019-02-27 00:32:00,1
2019-02-27 16:26:00,1
2019-02-27 19:56:00,1
2019-02-27 22:36:00,1
2019-02-28 01:30:00,1
2019-02-28 03:37:00,1
2019-02-28 06:15:00,1
2019-02-28 08:53:00,1
2019-02-28 12:55:00,1
2019-02-28 23:01:00,1
2019-03-01 10:18:00,1
2019-03-01 13:04:00,1
2019-03-01 22:04:00,1
2019-03-01 22:36:00,1
2019-03-02 02:13:00,1
2019-03-02 22:43:00,1
2019-03-02 23:44:00,1
2019-03-03 03:45:00,1
2019-03-03 05:05:00,1
2019-03-04 00:26:00,1
2019-03-04 22:53:00,1
2019-03-05 05:01:00,1
2019-03-05 07:37:00,1
2019-03-05 08:59:00,1
2019-03-05 23:33:00,1
2019-03-06 15:44:00,1
2019-03-06 19:53:00,1
2019-03-07 09:15:00,1
2019-03-07 14:02:00,1
2019-03-08 11:14:00,1
2019-03-08 14:29:00,1
2019-03-08 21:50:00,1
2019-03-09 00:06:00,1
2019-03-09 03:18:00,1
2019-03-09 12:00:00,1
2019-03-10 02:39:00,1
2019-03-10 08:42:00,1
2019-03-10 18:14:00,1
2019-03-11 03:08:00,1
2019-03-11 05:07:00,1
2019-03-11 07:33:00,1
2019-03-11 08:39:00,1
2019-03-11 13:12:00,1
2019-03-11 17:02:00,1
2019-03-12 13:26:00,1
2019-03-13 01:34:00,1
2019-03-13 12:50:00,1
2019-03-13 19:17:00,1
2019-03-14 05:59:00,1
2019-03-14 08:06:00,1
2019-03-14 13:45:00,1
2019-03-14 16:53:00,1
2019-03-14 21:03:00,1
2019-03-15 01:32:00,1
2019-03-15 09:42:00,1
2019-03-15 19:04:00,1
2019-03-15 19:10:00,1
2019-03-17 21:56:00,1
2019-03-19 06:05:00,1
2019-03-19 15:18:00,1
2019-03-19 15:22:00,4
2019-03-19 15:24:00,9
2019-03-20 14:38:00,1
2019-03-21 02:23:00,1
2019-03-21 07:16:00,1
2019-03-21 15:44:00,1
2019-03-21 16:46:00,1
2019-03-21 22:13:00,1
2019-03-21 22:23:00,1
2019-03-22 01:24:00,1
2019-03-22 14:08:00,1
2019-03-24 17:53:00,1
2019-03-25 02:18:00,1
2019-03-25 05:06:00,1
2019-03-25 09:10:00,1
2019-03-25 10:20:00,1
2019-03-25 11:48:00,1
2019-03-26 10:42:00,1
2019-03-26 11:04:00,1
2019-03-26 19:56:00,1
2019-03-26 20:32:00,1
2019-03-26 20:33:00,1
2019-03-26 21:00:00,1
2019-03-26 21:07:00,2
2019-03-26 21:17:00,2
2019-03-27 19:34:00,1
2019-03-28 16:18:00,1
2019-03-28 18:40:00,1
2019-03-28 20:01:00,1
2019-03-28 23:16:00,1
2019-03-28 23:48:00,1
2019-03-29 04:24:00,1
2019-03-29 23:57:00,1
2019-03-30 01:07:00,1
2019-03-30 05:37:00,1
2019-03-30 09:54:00,1
2019-03-31 17:06:00,1
2019-03-31 18:56:00,2
2019-03-31 21:14:00,1
2019-04-01 06:25:00,1
2019-04-01 18:27:00,1
2019-04-01 20:10:00,1
2019-04-01 20:27:00,1
2019-04-01 22:22:00,1
2019-04-02 09:01:00,1
2019-04-02 11:37:00,1
2019-04-02 12:51:00,1
2019-04-04 13:40:00,1
2019-04-04 22:40:00,1
2019-04-04 23:02:00,1
2019-04-05 00:11:00,1
2019-04-05 04:06:00,1
2019-04-05 11:17:00,1
2019-04-06 05:27:00,1
2019-04-06 23:29:00,1
2019-04-07 00:34:00,1
2019-04-07 10:51:00,1
2019-04-07 14:55:00,1
2019-04-07 17:02:00,1
2019-04-08 15:40:00,1
2019-04-08 18:52:00,1
2019-04-08 23:17:00,1
2019-04-09 12:30:00,1
2019-04-09 21:22:00,2
2019-04-09 21:27:00,1
2019-04-10 00:39:00,1
2019-04-11 06:29:00,1
2019-04-12 12:07:00,1
2019-04-13 14:53:00,1
2019-04-14 02:31:00,1
2019-04-14 06:47:00,1
2019-04-14 12:55:00,1
2019-04-15 04:48:00,1
2019-04-15 13:54:00,1
2019-04-15 23:38:00,1
2019-04-16 06:59:00,1
2019-04-16 18:48:00,1
2019-04-17 01:24:00,1
2019-04-17 17:27:00,1
2019-04-18 05:55:00,1
2019-04-18 10:03:00,1
2019-04-18 10:04:00,1
2019-04-18 15:34:00,1
2019-04-18 21:58:00,1
2019-04-18 22:56:00,1
2019-04-19 00:39:00,1
2019-04-19 01:44:00,1
2019-04-19 10:04:00,1
2019-04-19 19:10:00,1
2019-04-20 20:35:00,1
2019-04-21 00:26:00,1
2019-04-22 11:03:00,1
2019-04-22 14:49:00,1
2019-04-22 23:29:00,1
2019-04-23 02:09:00,1
2019-04-24 01:19:00,1
2019-04-24 19:46:00,1
2019-04-25 07:07:00,1
2019-04-25 21:41:00,1
2019-04-27 08:17:00,1
2019-04-27 11:03:00,1
2019-04-28 03:48:00,1
2019-04-28 06:07:00,1
2019-04-28 09:35:00,1
2019-04-28 10:40:00,1
2019-04-28 13:22:00,1
2019-04-28 17:41:00,1
2019-04-29 07:00:00,1
2019-04-29 18:49:00,1
2019-04-30 03:26:00,1
2019-04-30 11:30:00,2
2019-05-01 04:10:00,1
2019-05-01 08:51:00,1
2019-05-01 15:10:00,1
2019-05-02 11:26:00,1
2019-05-02 11:50:00,1
2019-05-02 21:53:00,1
2019-05-03 04:44:00,1
2019-05-03 08:29:00,2
2019-05-03 14:49:00,1
2019-05-03 17:29:00,1
2019-05-04 00:16:00,1
2019-05-06 07:09:00,1
2019-05-06 08:48:00,1
2019-05-06 09:57:00,1
2019-05-06 16:27:00,1
2019-05-08 09:02:00,1
2019-05-09 23:17:00,1
2019-05-10 10:58:00,1
2019-05-10 16:26:00,1
2019-05-11 06:09:00,1
2019-05-11 07:41:00,1
2019-05-12 06:35:00,1
2019-05-13 04:11:00,1
2019-05-13 08:54:00,1
2019-05-13 20:02:00,1
2019-05-14 00:00:00,1
2019-05-14 04:19:00,1
2019-05-14 08:27:00,1
2019-05-14 22:04:00,1
2019-05-15 02:10:00,1
2019-05-15 10:44:00,1
2019-05-15 23:09:00,1
2019-05-16 00:00:00,1
2019-05-16 00:47:00,1
2019-05-17 04:34:00,1
2019-05-17 04:53:00,1
