2,"select p.objID, p.ra, p.dec, s.z as redshift, w.plate, s.fiberID from SpecObj s, PhotoObj p, plateX w where p.ObjID = s.bestObjID and w.plateID = s.plateID and s.z > # and s.zConf > # and s.specClass = #"
2019-08-14 05:52:00,1
2019-09-26 02:16:00,1
