3,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class, s.dec, cast (str (s.ra, #, #) as float) as ra, s.specObjID, s.spectroFlux_g, s.spectroFlux_i, s.spectroFlux_r, s.spectroFlux_u, s.spectroFlux_z FROM ..SpecObj as s JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON s.bestobjid = b.objID WHERE s.zWarning = #"
2019-11-04 16:19:00,1
2019-11-04 16:20:00,1
2019-11-04 16:38:00,1
