8,"SELECT bestObjID, z FROM SpecObj WHERE class = # AND zWarning = # AND z BETWEEN # AND #"
2019-03-27 21:00:00,2
2019-03-27 21:03:00,3
2019-03-27 21:04:00,1
2019-03-27 21:06:00,1
2019-03-27 21:09:00,1
