7,"SELECT TOP # objid, ra, dec FROM photoObj WHERE type = #"
2019-02-07 08:37:00,1
2019-05-21 14:42:00,1
2019-05-22 00:09:00,1
2019-08-10 01:26:00,1
2019-08-10 01:27:00,1
2019-11-28 18:09:00,1
2019-11-28 18:12:00,1
