6,"SELECT top # p.objId, p.b, p.l, p.petror9#_r, p.expAB_r, p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i FROM PhotoPrimary AS p"
2019-03-05 14:42:00,1
2019-03-05 14:43:00,1
2019-03-05 14:45:00,1
2019-03-05 14:46:00,2
2019-03-05 14:47:00,1
