283,select * from apogeeStar where apstar_id = #
2019-07-15 22:04:00,1
2019-07-15 22:08:00,1
2019-07-15 22:11:00,1
2019-07-15 22:25:00,1
2019-07-18 12:21:00,1
2019-07-20 11:19:00,1
2019-07-20 23:26:00,1
2019-07-21 01:57:00,1
2019-07-21 03:00:00,1
2019-07-21 20:45:00,1
2019-07-22 19:02:00,1
2019-07-23 20:09:00,1
2019-07-24 13:19:00,1
2019-07-25 09:32:00,1
2019-07-25 19:14:00,1
2019-08-01 05:42:00,1
2019-08-03 21:20:00,1
2019-08-04 20:41:00,1
2019-08-05 15:22:00,1
2019-08-07 07:53:00,1
2019-08-12 10:35:00,1
2019-08-15 09:20:00,1
2019-08-16 12:35:00,1
2019-08-19 04:20:00,1
2019-08-21 10:48:00,1
2019-08-27 19:49:00,1
2019-08-28 18:35:00,1
2019-08-29 22:46:00,1
2019-08-30 22:16:00,1
2019-09-05 11:30:00,1
2019-09-06 09:07:00,1
2019-09-10 10:20:00,1
2019-09-11 11:30:00,1
2019-09-11 15:07:00,1
2019-09-12 08:56:00,1
2019-09-12 14:25:00,1
2019-09-13 09:46:00,1
2019-09-13 17:27:00,1
2019-09-14 18:32:00,1
2019-09-16 09:39:00,1
2019-09-17 09:40:00,1
2019-09-18 09:40:00,1
2019-09-18 21:27:00,1
2019-09-19 07:44:00,1
2019-09-19 12:49:00,1
2019-09-22 16:12:00,1
2019-09-24 01:56:00,1
2019-09-24 06:38:00,1
2019-09-25 12:54:00,1
2019-09-25 17:40:00,1
2019-09-27 08:24:00,1
2019-09-28 10:04:00,1
2019-09-28 11:02:00,1
2019-09-29 12:35:00,1
2019-09-29 22:38:00,1
2019-09-30 15:09:00,1
2019-10-03 03:25:00,1
2019-10-09 15:24:00,1
2019-10-10 21:50:00,1
2019-10-14 18:40:00,1
2019-10-18 03:41:00,1
2019-10-19 23:58:00,1
2019-10-22 06:56:00,1
2019-10-22 15:49:00,1
2019-10-22 20:54:00,1
2019-10-24 03:10:00,1
2019-10-24 10:22:00,1
2019-10-31 09:51:00,1
2019-11-02 14:55:00,1
2019-11-09 13:45:00,1
2019-11-12 01:06:00,1
2019-11-12 15:38:00,1
2019-11-13 04:36:00,1
2019-11-15 14:24:00,1
2019-11-16 04:15:00,1
2019-11-16 15:40:00,1
2019-11-17 11:00:00,1
2019-11-20 21:26:00,1
2019-11-22 22:34:00,1
2019-12-01 01:19:00,1
2019-12-01 01:22:00,1
2019-12-02 05:42:00,1
2019-12-02 19:45:00,1
2019-12-03 14:43:00,1
2019-12-04 01:03:00,1
2019-12-04 16:04:00,1
2019-12-06 09:59:00,1
2019-12-06 19:32:00,1
2019-12-06 20:17:00,1
2019-12-07 09:22:00,1
2019-12-07 12:57:00,1
2019-12-07 13:01:00,1
2019-12-07 17:01:00,1
2019-12-07 22:26:00,1
2019-12-07 22:30:00,1
2019-12-08 07:57:00,1
2019-12-08 08:01:00,1
2019-12-08 16:51:00,1
2019-12-08 16:54:00,1
2019-12-09 01:58:00,1
2019-12-09 06:34:00,1
2019-12-09 10:53:00,1
2019-12-09 15:34:00,1
2019-12-09 15:49:00,1
2019-12-09 19:57:00,1
2019-12-10 11:34:00,1
2019-12-11 04:44:00,1
2019-12-12 02:09:00,1
2019-12-15 10:44:00,1
2019-12-15 16:36:00,1
2019-12-20 14:50:00,1
2019-12-20 17:22:00,1
2019-12-23 07:05:00,1
2019-12-23 19:11:00,1
2019-12-25 12:13:00,1
2019-12-28 00:47:00,1
2019-12-28 09:22:00,1
2019-12-29 06:21:00,1
2019-12-29 16:51:00,1
2019-12-30 04:58:00,1
