10,select * from cancer_study
2019-04-08 12:21:00,2
2019-04-11 14:41:00,1
2019-04-11 15:04:00,1
2019-04-11 15:07:00,2
2019-12-30 15:59:00,2
2019-12-30 16:00:00,1
2019-12-30 16:01:00,1
