4,"select plate, mjd, fiberid, ra, dec, SPECOBJID from SpecObjAll where (ra, dec) in (select ra, dec from SpecObjAll group by ra, dec having count (*) > #) order by ra"
2019-06-30 13:08:00,1
2019-06-30 13:10:00,1
2019-06-30 13:12:00,1
2019-07-01 00:49:00,1
