6,"SELECT objID, modelMag_r, petroRad_r FROM PhotoObj WHERE (ra between # and #) and (dec between # and #)"
2019-02-12 02:05:00,1
2019-02-12 02:10:00,1
2019-02-12 02:11:00,1
2019-02-12 02:12:00,2
2019-02-12 14:20:00,1
