12,"select top # p.objid, p.ra, p.dec from galaxy p, specobj s, dbo.fgetNearByObjEq (#, #, #) n where p.objid = s.bestobjid and p.objid = n.objid and s.bestobjid = n.objid"
2019-02-04 12:14:00,1
2019-02-04 12:17:00,1
2019-04-09 04:50:00,1
2019-04-30 19:30:00,1
2019-07-25 17:21:00,1
2019-07-25 17:22:00,1
2019-07-25 17:23:00,1
2019-08-06 17:07:00,1
2019-09-16 02:16:00,1
2019-09-16 02:18:00,1
2019-10-14 21:49:00,1
2019-12-14 15:04:00,1
