10,"SELECT b.objra as lam_ra, b.objdec as lam_dec, a.bestobjid as sdss_objid, b.specid, b.teff as lam_teff, b.logg as lam_logg, b.feh as lam_feh, b.rv as lam_rv, a.teffadop as sdss_teff, a.loggadop as sdss_logg, a.fehadop as sdss_feh, a.elodiervfinal as sdss_rv into mydb.cross_dr7_sdss_dr1#_# from mydb.dr7_# as b CROSS APPLY dbo.fGetNearestObjEq (b.objra, b.objdec, #) as c join DR1#.sppParams as a on a.bestobjid = c.objid"
2019-06-27 02:48:00,2
2019-06-27 03:11:00,2
2019-06-27 03:35:00,2
2019-06-27 03:56:00,2
2019-06-27 04:30:00,2
