14,SELECT S.*
2019-07-12 12:43:00,1
2019-07-12 12:45:00,2
2019-07-12 12:46:00,2
2019-07-12 12:47:00,1
2019-07-12 12:48:00,1
2019-07-12 12:49:00,2
2019-07-12 12:51:00,1
2019-07-12 12:52:00,1
2019-07-12 12:53:00,2
2019-07-12 12:54:00,1
