8,select top # * from [GRG_#_Env]
2019-05-28 09:21:00,1
2019-05-28 09:24:00,1
2019-05-28 09:30:00,1
2019-05-28 09:36:00,1
2019-05-28 09:53:00,1
2019-05-28 09:59:00,1
2019-06-02 11:22:00,1
2019-06-04 07:38:00,1
