6,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s WHERE s.z > # AND s.zWarning = # AND s.z < #"
2019-03-24 02:39:00,1
2019-04-12 07:00:00,1
2019-06-19 15:01:00,1
2019-07-22 07:40:00,1
2019-09-20 15:06:00,1
2019-11-10 19:04:00,1
