7,select top # * from [sppParams]
2019-05-02 10:56:00,1
2019-06-28 08:06:00,1
2019-10-08 05:23:00,1
2019-10-11 09:08:00,1
2019-10-20 03:07:00,1
2019-10-20 03:08:00,2
