3,"SELECT s.z AS z, petroMag_r-#*log1# (dbo.fCosmoDl (s.z) )#-extinction_r AS M FROM SpecObj s INNER JOIN PhotoObj ON s.bestObjID = PhotoObj.ObjID WHERE s.z BETWEEN # AND # AND objTypeName = # AND petroMag_r > # AND petroMag_r-#*log1# (dbo.fCosmoDl (s.z) )#-extinction_r < #) SELECT M FROM q WHERE M > # GROUP BY M ORDER BY #"
2019-01-19 08:52:00,1
2019-01-19 08:53:00,1
2019-01-20 15:40:00,1
