8,select top # * from [target_galaxies1]
2019-05-09 12:10:00,1
2019-05-10 15:42:00,1
2019-05-10 15:44:00,1
2019-05-10 15:51:00,1
2019-05-10 15:59:00,1
2019-05-10 16:02:00,1
2019-05-13 09:43:00,2
