6,"SELECT TOP # s.plate, s.mjd, s.fiberid, s.z, s.zErr, s.zWarning, s.class FROM ..SpecObj as s WHERE s.z > .# AND s.zWarning = # AND (s.class = #) AND s.z < #"
2019-11-20 18:15:00,1
2019-11-20 18:25:00,1
2019-11-20 18:26:00,1
2019-11-20 20:05:00,2
2019-11-20 20:28:00,1
