45,"SELECT TOP # pobj.ra, pobj.dec, pz.z from GalaxyTag as pobj JOIN Photoz as pz ON pz.objID = pobj.objID WHERE pobj.ra BETWEEN # AND # AND pobj.dered_u > # AND pobj.dered_u < #"
2019-01-22 00:14:00,26
2019-01-22 00:15:00,19
