7,"select z, ra, dec, bestObjID from specObj where class = # and zWarning = # and ra< # and ra> # and dec< # and dec> # and z > #e-# and z < #"
2019-01-10 13:28:00,5
2019-01-10 13:29:00,1
2019-01-20 16:53:00,1
