9,"select ra, dec from specObj where ra BETWEEN # and # AND dec BETWEEN # and # and class = #"
2019-02-19 20:17:00,2
2019-02-19 20:18:00,1
2019-02-19 20:19:00,2
2019-02-19 20:23:00,3
2019-10-03 13:52:00,1
