10,"SELECT TOP # objID, ra, dec, cModelMag_g FROM Galaxy WHERE ra BETWEEN # AND # AND dec < # AND cModelMag_g BETWEEN # AND #"
2019-02-11 15:48:00,1
2019-02-11 15:50:00,1
2019-04-03 05:40:00,2
2019-07-08 01:04:00,1
2019-07-08 01:05:00,1
2019-11-12 08:33:00,1
2019-11-12 09:12:00,2
2019-12-03 01:16:00,1
