8,select top # * from [stripe8#_withcut]
2019-05-14 02:26:00,1
2019-05-14 02:27:00,2
2019-05-14 02:49:00,1
2019-05-14 02:57:00,1
2019-05-14 03:07:00,1
2019-05-14 03:30:00,1
2019-05-14 03:45:00,1
