5,"SELECT TOP # p.objid, p.petroMag_r, p.extinction_r, p.petroR5#_r, s.z, s.velDisp FROM PhotoObj AS p JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petroR9#_r/p.petroR5#_r> # AND (p.petroMag_g-p.extinction_g) - (p.petroMag_r-p.extinction_r) > # AND p.petroMag_r BETWEEN # AND # AND p.petroMagErr_r < # AND s.z < # AND s.zErr < .# AND s.velDisp> # AND s.velDispErr/s.velDisp < #"
2019-04-09 03:19:00,1
2019-04-09 03:20:00,1
2019-04-09 16:52:00,1
2019-04-12 18:35:00,1
2019-04-12 23:47:00,1
