4,"SELECT TOP # cast (str (p.ra, #, #) as float) as ra, cast (str (p.[dec], #, #) as float) as dec, IS# (cast (str (s.ra, #, #) as float) , #) as ra, IS# (cast (str (s.[dec], #, #) as float) , #) as dec FROM ..PhotoObj AS p LEFT OUTER JOIN ..SpecObj s ON p.objID = s.bestObjID JOIN dbo.fGetObjFromRect (#, #, #, #) AS b ON p.objID = b.objID WHERE (p.type = # OR p.type = #)"
2019-01-11 09:24:00,1
2019-05-26 18:56:00,1
2019-10-09 12:11:00,1
2019-10-09 12:12:00,1
