21,select top # * from [Users]
2019-03-03 05:35:00,1
2019-03-27 13:16:00,1
2019-04-24 08:37:00,1
2019-04-24 09:08:00,2
2019-04-24 12:34:00,6
2019-04-24 12:35:00,4
2019-11-18 12:27:00,5
2019-11-18 12:28:00,1
