7,"select s.targetObjID, s.ra, s.dec, s.z, s.zErr, s.plate, s.fiberID, e.Flux_Hb_#, e.Flux_OIII_#, e.Flux_Ha_#, e.Flux_NII_#, from SpecObj as s where s.ra between # and # and s.dec between # and # order by s.ra"
2019-12-18 08:37:00,6
2019-12-18 08:42:00,1
