5,"SELECT TOP # p.run, p.rerun, p.camCol, p.field, p.obj FROM TARGDR7..PhotoObj AS p JOIN TARGDR7.dbo.fGetNearbyObjEq (#, #, #) AS b ON b.objID = p.objID WHERE (p.type = # OR p.type = #)"
2019-01-13 15:23:00,2
2019-02-02 08:48:00,1
2019-02-02 08:49:00,1
2019-04-05 05:39:00,1
