10,SELECT SUM (Track.UnitPrice) AS Total Price
2019-04-21 11:45:00,1
2019-04-21 11:46:00,1
2019-04-21 11:47:00,1
2019-04-21 11:49:00,1
2019-04-21 11:51:00,1
2019-04-21 11:52:00,3
2019-04-21 15:16:00,1
2019-04-24 14:47:00,1
