8,SELECT * FROM public.ncarey.FramePathProcessing;
2019-05-30 11:59:00,1
2019-05-30 12:06:00,1
2019-05-30 12:08:00,1
2019-05-30 12:10:00,3
2019-05-30 12:13:00,1
2019-05-30 12:53:00,1
