5,"SELECT TOP # sp.objID, sp.ra, sp.dec, sp.mjd, sp.plate, sp.fiberID, sp.z FROM specPhoto AS sp WHERE (sp.class = #) AND sp.z > #"
2019-10-31 08:01:00,1
2019-10-31 08:05:00,1
2019-10-31 08:38:00,1
2019-10-31 08:40:00,2
