2,SELECT * FROM aspcapStar JOIN apogeeStar ON aspcapStar.apstar_id = apogeeStar.apstar_id WHERE apogeeStar.andflag = # AND aspcapStar.aspcapflag = #
2019-03-17 03:11:00,1
2019-03-17 03:13:00,1
