17,"select top # p.objid as name, p.ra, p.dec from star p where p.g < #"
2019-01-15 05:56:00,1
2019-07-10 01:25:00,1
2019-07-12 16:47:00,1
2019-07-12 17:34:00,1
2019-09-02 23:45:00,1
2019-09-02 23:46:00,4
2019-09-02 23:51:00,1
2019-09-02 23:52:00,2
2019-09-02 23:53:00,1
2019-09-05 03:48:00,1
2019-09-05 04:18:00,1
2019-09-12 01:04:00,2
