4,"SELECT TOP # cModelMag_g, cModelMag_r, cModelMag_i, ra, dec, flags_r FROM Star WHERE ra BETWEEN # and # AND dec BETWEEN # and # AND ( (flags_r & #) ! = #) AND ( (flags_r & #) = #) AND ( ((flags_r & #) = #) or (psfmagerr_r < = #) ) AND ( ((flags_r & #) = #) or (flags_r & #) = #)"
2019-11-05 18:42:00,1
2019-11-05 18:44:00,1
2019-11-05 18:48:00,1
2019-11-05 18:49:00,1
