7,"SELECT TOP # objid, nvote, p_el AS elliptical, p_cw AS spiralclock, p_acw AS spiralanticlock, p_edge AS edgeon, p_dk AS dontknow, p_mg AS merger, p_cs AS cs FROM ZooNoSpec"
2019-07-09 12:41:00,1
2019-07-09 12:51:00,1
2019-07-10 11:55:00,2
2019-07-10 11:56:00,1
2019-07-10 11:57:00,2
