13,"select top # z, ra, dec, bestObjID from specObj where class = # and z > .# and zWarning = #"
2019-02-08 08:41:00,1
2019-07-26 00:26:00,1
2019-07-26 00:27:00,2
2019-07-26 00:28:00,3
2019-07-26 00:29:00,4
2019-07-26 00:30:00,2
