2,"SELECT TOP # run, camCol, rerun, field, objID, u, g, r, i, z, run, specobjid, class, redshift, plate, mjd, fiberID, ra, dec into mydb.MyTable_# from PhotoPrimary WHERE u - g < # and g - r < # and r - i > # and i - z > #"
2019-12-29 17:15:00,1
2019-12-29 17:19:00,1
