4,"SELECT TOP # s.plate, s.mjd, s.fiberid FROM ..SpecObj as s WHERE s.z > .# AND s.zWarning = # AND (s.class = #) AND s.z < .#"
2019-09-30 21:30:00,1
2019-11-13 20:46:00,1
2019-11-18 18:34:00,1
2019-11-20 19:01:00,1
