5,"SELECT DISTINCT s.twomass_name, s.starname, uf1d.JD, uf1d.rv, uf1d.offseterror, uf1d.ra, uf1d.dec FROM marvelsVelocityCurveUF1D AS uf1d JOIN marvelsStar AS s ON s.starname = uf1d.starname WHERE s.starname LIKE #"
2019-09-30 16:24:00,1
2019-09-30 16:49:00,3
2019-09-30 16:50:00,1
