3,"select COLUMN_NAME, DATA_TYPE, CHARACTER_MAXIMUM_LENGTH, NUMERIC_PRECISION, DATETIME_PRECISION, IS_#ABLE from INFORMATION_SCHEMA.COLUMNS where TABLE_NAME = #"
2019-09-30 21:46:00,2
2019-09-30 22:10:00,1
