15,"SELECT TOP # z, ra, dec into mydb.MyTable from SpecObj WHERE abs (z-#) < #"
2019-03-21 07:46:00,1
2019-03-21 07:49:00,1
2019-04-24 05:53:00,1
2019-05-09 07:22:00,2
2019-05-09 07:24:00,1
2019-05-09 07:26:00,1
2019-05-09 07:27:00,1
2019-05-09 07:28:00,1
2019-05-09 07:34:00,1
2019-05-09 07:39:00,1
2019-09-18 07:28:00,3
2019-09-18 07:29:00,1
