4,"SELECT s.specObjID, s.plate, s.mjd, s.fiberid from mydb.PSB_cat_nn AS id, SpecObj AS s WHERE (id.plate = s.plate AND id.mjd = s.mjd AND id.fiberid = s.fiberid)"
2019-12-09 11:14:00,2
2019-12-09 11:15:00,2
