3,"SELECT s.specObjID, s.ra, s.dec, s.z, s.zErr, s.zConf, s.petroMag_u, s.petroMag_g, s.petroMag_r, s.petroMag_i, s.petroMag_z, s.petroMagErr_u, s.petroMagErr_g, s.petroMagErr_r, s.petroMagErr_i, s.petroMagErr_z, s.extinction_u, s.extinction_g, s.extinction_r, s.extinction_i, s.extinction_z, s.dered_u, s.dered_g, s.dered_r, s.dered_i, s.dered_z, p.petroR5#_u, p.petroR5#_g, p.petroR5#_r, p.petroR5#_i, p.petroR5#_z, p.petroR5#Err_u, p.petroR5#Err_g, p.petroR5#Err_r, p.petroR5#Err_i, p.petroR5#Err_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.petroR9#Err_u, p.petroR9#Err_g, p.petroR9#Err_r, p.petroR9#Err_i, p.petroR9#Err_z into mydb.MyTable from SpecPhotoAll AS s JOIN PhotoObjAll AS p ON s.objID = p.objID WHERE s.petroMagErr_r < # AND s.zConf > # AND s.z > # AND s.z < # ORDER BY s.specObjID"
2019-01-31 12:47:00,1
2019-01-31 12:48:00,1
2019-01-31 13:01:00,1
