6,"SELECT TOP # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, n.distance FROM fGetNearbyObjEq (#, #, #) n, PhotoObj AS p WHERE n.objid = p.objid AND p.g BETWEEN # AND # ORDER BY n.distance"
2019-04-29 07:48:00,1
2019-04-29 09:05:00,1
2019-04-29 11:26:00,1
2019-05-14 13:31:00,1
2019-05-14 13:48:00,1
2019-08-05 05:37:00,1
