4,"SELECT u, g, r INTO mydb.Homework2 FROM photoobj WHERE ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = # and ObjID = #"
2019-02-06 16:27:00,2
2019-02-06 17:05:00,2
