6,"select top # p.objid, p.ra, p.dec, p.g, p.r, s.z as redshift from photoobj p, specobj s, dbo.fgetNearByObjEq (#, #, #) n where p.objid = s.bestobjid and p.objid = n.objid and s.bestobjid = n.objid and (p.g BETWEEN # AND #)"
2019-03-14 18:52:00,1
2019-03-14 18:56:00,1
2019-03-14 19:00:00,1
2019-03-14 19:05:00,1
2019-03-14 19:14:00,1
2019-03-14 19:19:00,1
