14,"select name, type, description from DBObjects where type IN () and UPPER (name) like #%'"
2019-04-22 23:36:00,1
2019-04-25 07:37:00,1
2019-06-28 22:12:00,1
2019-06-28 22:21:00,1
2019-06-29 18:03:00,1
2019-10-08 00:56:00,2
2019-10-20 19:27:00,1
2019-11-10 15:27:00,1
2019-11-10 19:04:00,1
2019-11-16 14:28:00,1
2019-12-15 07:44:00,2
2019-12-16 10:20:00,1
