7,select top # * from [galaxies_sim_#]
2019-08-26 02:00:00,1
2019-08-26 02:02:00,1
2019-08-26 02:04:00,1
2019-08-26 02:26:00,1
2019-08-26 02:32:00,1
2019-11-27 17:15:00,1
2019-11-27 17:28:00,1
