2,"SELECT TOP # G.objID, GN.distance into mydb.MyTable from Galaxy as G JOIN dbo.fGetNearbyObjEq (#., #, #) AS GN ON G.objID = GN.objID ORDER BY distance"
2019-08-03 04:07:00,1
2019-08-03 04:09:00,1
