4,"select top # plate, mjd, fiberid into mydb.pca_# from SpecObj where z between # and #"
2019-04-29 10:40:00,1
2019-06-01 13:34:00,1
2019-06-01 13:35:00,1
2019-06-02 04:23:00,1
