6,"SELECT TOP # run, camCol, rerun, field, objID, u, g, r, i, z, ra, dec FROM Star WHERE u - g < # and g - r < # and r - i > # and i - z > # ####"
2019-09-17 06:40:00,3
2019-09-17 06:41:00,3
