3,"SELECT TOP # s.z, p.dec, p.objID, p.r, cast (str (p.ra, #, #) as float) as ra, p.u FROM ..SpecObj as s JOIN ..PhotoObj AS p ON s.bestObjID = p.objID JOIN dbo.fGetNearbySpecObjEq (#, #, #) AS b ON b.SpecobjID = S.SpecobjID WHERE s.zWarning = # AND (s.class = #) AND (p.type = # OR p.type = #)"
2019-10-28 07:12:00,1
2019-10-28 07:13:00,1
2019-10-28 07:18:00,1
