1138,"SELECT TOP # run, camCol, rerun, field, objID, ra, dec FROM Galaxy WHERE (flags & (dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) )) > # and (flags & (dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) | dbo.fPhotoFlags (#) )) ! = dbo.fPhotoFlags (#) and ( (flags & dbo.fPhotoFlags (#) = #) and petroR5#_i > #)"
2019-02-21 18:04:00,1
2019-02-21 18:06:00,1
2019-02-22 06:51:00,1
2019-02-22 06:53:00,1
2019-02-22 10:22:00,1
2019-02-22 12:08:00,1
2019-02-23 00:01:00,1
2019-02-23 07:44:00,1
2019-02-24 03:13:00,1
2019-02-24 08:21:00,1
2019-02-24 14:20:00,1
2019-02-25 05:47:00,1
2019-02-25 10:03:00,1
2019-02-25 12:33:00,1
2019-02-26 00:23:00,1
2019-02-26 00:25:00,1
2019-02-26 02:55:00,1
2019-02-26 16:11:00,1
2019-02-27 18:02:00,1
2019-02-28 06:57:00,1
2019-02-28 06:59:00,1
2019-02-28 08:57:00,1
2019-03-01 05:50:00,1
2019-03-01 08:27:00,1
2019-03-01 10:22:00,1
2019-03-01 22:07:00,1
2019-03-01 22:24:00,1
2019-03-02 06:10:00,1
2019-03-02 18:51:00,1
2019-03-03 01:10:00,1
2019-03-03 04:26:00,1
2019-03-03 04:28:00,1
2019-03-03 04:31:00,1
2019-03-03 04:36:00,1
2019-03-03 04:45:00,1
2019-03-03 05:02:00,1
2019-03-03 07:14:00,1
2019-03-03 15:06:00,1
2019-03-04 22:57:00,1
2019-03-05 07:00:00,1
2019-03-05 18:26:00,1
2019-03-05 19:50:00,1
2019-03-06 16:26:00,1
2019-03-06 16:28:00,1
2019-03-06 17:48:00,1
2019-03-07 06:43:00,1
2019-03-07 10:03:00,1
2019-03-07 14:07:00,1
2019-03-08 11:17:00,1
2019-03-08 14:31:00,1
2019-03-08 21:58:00,1
2019-03-09 00:49:00,1
2019-03-09 00:51:00,1
2019-03-09 09:24:00,1
2019-03-09 12:10:00,1
2019-03-09 21:17:00,1
2019-03-10 02:43:00,1
2019-03-10 07:45:00,1
2019-03-10 14:03:00,1
2019-03-11 03:10:00,1
2019-03-11 11:14:00,1
2019-03-11 17:07:00,1
2019-03-11 21:37:00,1
2019-03-13 07:46:00,1
2019-03-13 07:48:00,1
2019-03-13 08:17:00,1
2019-03-14 02:28:00,1
2019-03-14 03:27:00,1
2019-03-14 14:27:00,1
2019-03-14 14:29:00,1
2019-03-14 14:33:00,1
2019-03-15 01:34:00,1
2019-03-15 19:23:00,1
2019-03-17 15:50:00,1
2019-03-17 22:00:00,1
2019-03-18 09:58:00,1
2019-03-19 03:37:00,1
2019-03-19 10:44:00,1
2019-03-19 16:26:00,1
2019-03-19 16:27:00,3
2019-03-19 16:29:00,1
2019-03-19 16:30:00,1
2019-03-19 16:31:00,1
2019-03-19 16:32:00,1
2019-03-19 16:33:00,1
2019-03-19 16:34:00,1
2019-03-19 16:35:00,1
2019-03-19 16:36:00,1
2019-03-19 16:37:00,1
2019-03-19 16:38:00,1
2019-03-19 16:39:00,1
2019-03-19 16:40:00,1
2019-03-19 16:41:00,1
2019-03-19 16:42:00,1
2019-03-19 16:43:00,1
2019-03-19 16:44:00,1
2019-03-19 16:45:00,1
2019-03-19 16:46:00,1
2019-03-19 16:47:00,1
2019-03-19 23:27:00,1
2019-03-20 15:18:00,1
2019-03-20 15:20:00,1
2019-03-21 01:42:00,1
2019-03-21 15:55:00,1
2019-03-21 16:31:00,1
2019-03-21 16:49:00,1
2019-03-22 03:31:00,1
2019-03-22 06:30:00,1
2019-03-22 07:12:00,1
2019-03-22 10:39:00,1
2019-03-22 13:29:00,1
2019-03-22 16:03:00,1
2019-03-23 04:42:00,1
2019-03-23 10:18:00,1
2019-03-25 02:23:00,1
2019-03-25 05:13:00,1
2019-03-25 10:23:00,1
2019-03-25 12:30:00,1
2019-03-25 12:32:00,1
2019-03-26 11:10:00,1
2019-03-26 11:27:00,1
2019-03-26 11:30:00,1
2019-03-26 12:29:00,1
2019-03-27 08:32:00,1
2019-03-27 19:41:00,1
2019-03-28 05:22:00,1
2019-03-28 18:42:00,1
2019-03-28 23:19:00,1
2019-03-28 23:51:00,1
2019-03-29 07:55:00,1
2019-03-30 00:00:00,1
2019-03-30 09:58:00,1
2019-03-30 19:48:00,1
2019-03-31 00:28:00,1
2019-03-31 07:42:00,1
2019-03-31 17:52:00,1
2019-03-31 17:55:00,1
2019-03-31 21:17:00,1
2019-04-01 20:13:00,1
2019-04-01 20:29:00,1
2019-04-02 02:18:00,1
2019-04-02 12:17:00,1
2019-04-02 12:20:00,1
2019-04-04 07:59:00,1
2019-04-04 13:42:00,1
2019-04-05 01:51:00,1
2019-04-05 13:29:00,1
2019-04-06 05:40:00,1
2019-04-06 14:07:00,1
2019-04-06 16:47:00,1
2019-04-07 15:00:00,1
2019-04-07 17:05:00,1
2019-04-09 01:52:00,1
2019-04-09 09:28:00,1
2019-04-09 18:39:00,1
2019-04-10 15:59:00,1
2019-04-10 16:00:00,1
2019-04-10 16:01:00,1
2019-04-10 16:03:00,1
2019-04-10 16:05:00,1
2019-04-10 16:07:00,1
2019-04-10 17:50:00,1
2019-04-10 17:51:00,1
2019-04-10 17:53:00,1
2019-04-10 17:54:00,1
2019-04-10 17:55:00,1
2019-04-10 17:57:00,1
2019-04-10 17:58:00,1
2019-04-10 20:11:00,1
2019-04-10 20:12:00,1
2019-04-10 20:13:00,1
2019-04-10 20:14:00,1
2019-04-10 20:16:00,1
2019-04-10 20:17:00,1
2019-04-10 20:18:00,1
2019-04-10 22:21:00,1
2019-04-10 22:22:00,1
2019-04-10 22:23:00,1
2019-04-10 22:24:00,1
2019-04-10 22:26:00,1
2019-04-10 22:27:00,1
2019-04-10 22:28:00,1
2019-04-11 14:02:00,1
2019-04-12 04:40:00,1
2019-04-12 15:48:00,1
2019-04-13 14:58:00,1
2019-04-13 23:28:00,1
2019-04-14 13:02:00,1
2019-04-15 06:06:00,1
2019-04-15 06:08:00,1
2019-04-15 13:56:00,1
2019-04-15 19:10:00,1
2019-04-15 19:12:00,1
2019-04-16 00:25:00,1
2019-04-16 00:27:00,1
2019-04-16 07:02:00,1
2019-04-18 10:08:00,1
2019-04-18 10:09:00,1
2019-04-18 11:13:00,1
2019-04-18 16:17:00,1
2019-04-18 16:19:00,1
2019-04-18 16:22:00,1
2019-04-18 16:27:00,1
2019-04-18 23:37:00,1
2019-04-18 23:39:00,1
2019-04-18 23:42:00,1
2019-04-19 00:41:00,1
2019-04-20 20:38:00,1
2019-04-21 02:23:00,1
2019-04-21 10:07:00,1
2019-04-22 01:55:00,1
2019-04-22 10:06:00,1
2019-04-22 11:54:00,1
2019-04-22 11:56:00,1
2019-04-22 19:47:00,1
2019-04-22 23:35:00,1
2019-04-23 02:27:00,1
2019-04-23 10:12:00,1
2019-04-24 02:06:00,1
2019-04-24 02:08:00,1
2019-04-24 21:00:00,1
2019-04-25 07:50:00,1
2019-04-26 15:52:00,1
2019-04-26 15:54:00,1
2019-04-27 08:57:00,1
2019-04-27 08:59:00,1
2019-04-28 03:51:00,1
2019-04-28 10:15:00,1
2019-04-28 10:17:00,1
2019-04-28 11:19:00,1
2019-04-29 02:51:00,1
2019-04-29 04:53:00,1
2019-04-29 15:58:00,1
2019-04-29 21:08:00,1
2019-04-30 11:47:00,1
2019-05-02 02:18:00,1
2019-05-02 22:34:00,1
2019-05-02 22:36:00,1
2019-05-02 22:39:00,1
2019-05-02 22:44:00,1
2019-05-03 03:06:00,1
2019-05-04 00:20:00,1
2019-05-04 00:22:00,1
2019-05-04 00:25:00,1
2019-05-04 00:30:00,1
2019-05-04 00:40:00,1
2019-05-04 00:57:00,1
2019-05-04 12:55:00,1
2019-05-06 07:11:00,1
2019-05-06 08:43:00,1
2019-05-06 08:51:00,1
2019-05-06 10:00:00,1
2019-05-06 17:10:00,1
2019-05-06 17:12:00,1
2019-05-06 18:03:00,1
2019-05-10 23:17:00,1
2019-05-10 23:18:00,1
2019-05-10 23:20:00,2
2019-05-10 23:21:00,2
2019-05-11 06:00:00,1
2019-05-11 06:11:00,1
2019-05-11 07:44:00,1
2019-05-13 00:48:00,1
2019-05-13 04:19:00,1
2019-05-13 09:00:00,1
2019-05-13 09:54:00,1
2019-05-13 09:56:00,1
2019-05-13 09:59:00,1
2019-05-14 00:44:00,1
2019-05-14 00:46:00,1
2019-05-14 00:49:00,1
2019-05-14 00:54:00,1
2019-05-14 08:30:00,1
2019-05-14 08:44:00,1
2019-05-14 22:08:00,1
2019-05-15 20:31:00,2
2019-05-15 20:32:00,4
2019-05-15 20:33:00,1
2019-05-15 23:13:00,1
2019-05-16 06:20:00,1
2019-05-17 04:38:00,1
2019-05-17 04:58:00,1
2019-05-17 05:08:00,1
2019-05-19 11:17:00,1
2019-05-20 17:26:00,1
2019-05-20 19:33:00,1
2019-05-21 01:26:00,1
2019-05-21 05:21:00,1
2019-05-21 05:23:00,1
2019-05-21 05:26:00,1
2019-05-21 05:31:00,1
2019-05-21 06:53:00,1
2019-05-21 10:57:00,1
2019-05-21 10:59:00,1
2019-05-21 11:02:00,1
2019-05-21 11:07:00,1
2019-05-21 11:16:00,1
2019-05-21 12:22:00,1
2019-05-21 12:24:00,1
2019-05-21 17:44:00,1
2019-05-21 19:17:00,1
2019-05-22 03:24:00,1
2019-05-23 04:24:00,1
2019-05-23 08:59:00,1
2019-05-23 09:01:00,1
2019-05-23 12:29:00,1
2019-05-23 18:22:00,1
2019-05-23 18:24:00,1
2019-05-23 23:08:00,1
2019-05-23 23:13:00,1
2019-05-23 23:22:00,1
2019-05-23 23:39:00,1
2019-05-24 20:02:00,1
2019-05-24 21:20:00,1
2019-05-24 22:14:00,1
2019-05-24 22:16:00,1
2019-05-24 23:01:00,1
2019-05-24 23:03:00,1
2019-05-24 23:06:00,1
2019-05-24 23:11:00,1
2019-05-24 23:20:00,1
2019-05-24 23:37:00,1
2019-05-25 00:01:00,1
2019-05-25 07:25:00,1
2019-05-26 07:27:00,1
2019-05-27 12:38:00,1
2019-05-29 02:59:00,1
2019-05-29 03:01:00,1
2019-05-29 04:47:00,1
2019-05-29 13:03:00,1
2019-05-30 04:15:00,1
2019-05-30 13:16:00,1
2019-05-30 16:09:00,1
2019-05-30 23:24:00,1
2019-05-30 23:26:00,1
2019-05-31 03:27:00,1
2019-05-31 03:29:00,1
2019-05-31 17:57:00,1
2019-06-01 06:08:00,1
2019-06-02 01:55:00,1
2019-06-04 14:07:00,1
2019-06-04 14:09:00,1
2019-06-04 14:12:00,1
2019-06-04 14:18:00,1
2019-06-04 14:27:00,1
2019-06-04 14:44:00,1
2019-06-05 01:18:00,1
2019-06-05 02:15:00,1
2019-06-05 18:39:00,1
2019-06-06 07:31:00,1
2019-06-07 15:20:00,1
2019-06-07 19:53:00,1
2019-06-09 08:21:00,1
2019-06-11 00:56:00,1
2019-06-11 01:57:00,1
2019-06-11 02:08:00,1
2019-06-11 15:35:00,1
2019-06-11 17:17:00,1
2019-06-11 17:20:00,1
2019-06-11 17:23:00,1
2019-06-14 08:18:00,1
2019-06-14 08:21:00,1
2019-06-14 16:40:00,1
2019-06-14 23:23:00,1
2019-06-14 23:25:00,1
2019-06-14 23:28:00,1
2019-06-14 23:33:00,1
2019-06-14 23:42:00,1
2019-06-14 23:59:00,1
2019-06-15 11:42:00,1
2019-06-15 13:06:00,1
2019-06-15 15:14:00,1
2019-06-16 14:03:00,1
2019-06-16 17:53:00,1
2019-06-17 06:41:00,1
2019-06-19 13:22:00,1
2019-06-19 13:52:00,1
2019-06-21 06:57:00,1
2019-06-22 00:43:00,1
2019-06-23 05:59:00,1
2019-06-23 15:58:00,1
2019-06-23 18:01:00,1
2019-06-24 12:49:00,1
2019-06-24 13:59:00,1
2019-06-25 09:00:00,1
2019-06-25 17:56:00,1
2019-06-25 17:57:00,1
2019-06-27 02:00:00,1
2019-06-27 03:04:00,1
2019-06-27 09:33:00,1
2019-06-27 10:03:00,1
2019-06-27 10:05:00,1
2019-06-27 10:08:00,1
2019-06-27 10:13:00,1
2019-06-27 10:22:00,1
2019-06-27 10:39:00,1
2019-06-27 20:29:00,2
2019-06-28 03:42:00,1
2019-06-28 13:10:00,1
2019-06-29 04:38:00,1
2019-06-29 16:39:00,1
2019-06-29 16:41:00,1
2019-06-29 16:44:00,1
2019-06-30 10:29:00,1
2019-07-01 10:16:00,1
2019-07-01 10:18:00,1
2019-07-02 15:25:00,1
2019-07-02 15:27:00,1
2019-07-02 15:30:00,1
2019-07-02 15:35:00,1
2019-07-02 15:44:00,1
2019-07-02 16:01:00,1
2019-07-02 19:00:00,1
2019-07-03 10:14:00,1
2019-07-04 07:01:00,1
2019-07-04 10:02:00,1
2019-07-05 13:39:00,1
2019-07-05 21:09:00,1
2019-07-06 01:32:00,1
2019-07-06 07:19:00,1
2019-07-07 01:51:00,1
2019-07-07 01:53:00,1
2019-07-07 01:56:00,1
2019-07-07 02:02:00,1
2019-07-07 03:47:00,1
2019-07-07 21:57:00,1
2019-07-07 21:59:00,1
2019-07-07 22:02:00,1
2019-07-08 05:46:00,1
2019-07-08 12:57:00,1
2019-07-08 17:54:00,1
2019-07-12 03:32:00,1
2019-07-12 11:02:00,1
2019-07-12 21:07:00,1
2019-07-13 05:03:00,1
2019-07-14 02:24:00,1
2019-07-14 09:52:00,1
2019-07-14 09:54:00,1
2019-07-14 19:35:00,1
2019-07-14 19:46:00,1
2019-07-14 19:48:00,1
2019-07-14 22:11:00,1
2019-07-15 04:31:00,1
2019-07-15 10:02:00,1
2019-07-16 06:55:00,1
2019-07-18 11:58:00,1
2019-07-18 12:00:00,1
2019-07-18 12:03:00,1
2019-07-19 00:01:00,1
2019-07-19 00:03:00,1
2019-07-19 00:11:00,1
2019-07-19 00:20:00,1
2019-07-19 00:37:00,1
2019-07-20 00:33:00,1
2019-07-20 00:35:00,1
2019-07-20 02:01:00,1
2019-07-20 03:02:00,1
2019-07-20 04:43:00,1
2019-07-20 05:19:00,1
2019-07-20 21:32:00,1
2019-07-21 23:56:00,1
2019-07-22 01:51:00,1
2019-07-22 01:54:00,1
2019-07-22 01:57:00,1
2019-07-22 16:49:00,1
2019-07-23 15:38:00,1
2019-07-24 06:24:00,1
2019-07-25 05:57:00,1
2019-07-25 20:49:00,1
2019-07-25 23:39:00,1
2019-07-25 23:57:00,1
2019-07-28 05:08:00,1
2019-07-28 08:45:00,1
2019-07-28 22:04:00,1
2019-07-28 22:06:00,1
2019-07-28 22:09:00,1
2019-07-29 18:47:00,1
2019-07-30 03:37:00,1
2019-07-30 03:39:00,1
2019-07-30 03:42:00,1
2019-07-30 03:47:00,1
2019-07-30 03:56:00,1
2019-07-30 04:13:00,1
2019-07-30 04:40:00,1
2019-07-30 05:29:00,1
2019-07-31 11:07:00,1
2019-07-31 17:54:00,1
2019-08-03 05:02:00,1
2019-08-04 21:47:00,1
2019-08-04 23:27:00,1
2019-08-04 23:29:00,1
2019-08-05 04:25:00,1
2019-08-05 15:19:00,1
2019-08-05 20:32:00,1
2019-08-06 16:00:00,1
2019-08-06 21:22:00,1
2019-08-07 05:35:00,1
2019-08-08 20:49:00,1
2019-08-08 20:51:00,1
2019-08-08 23:58:00,1
2019-08-09 14:58:00,1
2019-08-09 17:56:00,1
2019-08-11 01:15:00,1
2019-08-11 23:45:00,1
2019-08-12 17:04:00,1
2019-08-12 17:09:00,2
2019-08-12 17:14:00,1
2019-08-12 17:23:00,1
2019-08-12 20:41:00,1
2019-08-13 17:02:00,1
2019-08-13 17:04:00,1
2019-08-13 19:12:00,1
2019-08-13 19:13:00,1
2019-08-14 20:07:00,1
2019-08-15 01:57:00,1
2019-08-16 14:56:00,1
2019-08-16 14:58:00,1
2019-08-16 15:01:00,1
2019-08-16 15:06:00,1
2019-08-16 15:15:00,1
2019-08-17 12:56:00,1
2019-08-19 03:32:00,1
2019-08-19 18:34:00,1
2019-08-21 04:49:00,1
2019-08-23 14:30:00,1
2019-08-23 17:17:00,1
2019-08-24 10:48:00,1
2019-08-27 22:58:00,1
2019-08-28 00:22:00,1
2019-08-28 16:18:00,1
2019-08-28 18:23:00,1
2019-08-29 10:15:00,1
2019-08-29 19:27:00,1
2019-08-29 22:22:00,1
2019-08-30 05:29:00,1
2019-08-31 18:41:00,1
2019-08-31 18:43:00,1
2019-08-31 18:46:00,1
2019-08-31 20:54:00,1
2019-08-31 20:56:00,1
2019-08-31 20:59:00,1
2019-09-01 04:33:00,1
2019-09-01 07:57:00,1
2019-09-01 08:37:00,1
2019-09-01 17:10:00,1
2019-09-02 11:36:00,1
2019-09-02 11:38:00,1
2019-09-02 11:41:00,1
2019-09-02 11:46:00,1
2019-09-02 11:55:00,1
2019-09-02 12:13:00,1
2019-09-02 18:21:00,1
2019-09-03 19:23:00,1
2019-09-03 19:25:00,1
2019-09-03 19:29:00,1
2019-09-03 19:34:00,1
2019-09-05 22:07:00,1
2019-09-05 22:40:00,1
2019-09-05 23:04:00,1
2019-09-07 17:41:00,1
2019-09-07 17:54:00,1
2019-09-08 08:40:00,1
2019-09-08 08:42:00,1
2019-09-08 08:45:00,1
2019-09-08 08:50:00,1
2019-09-08 11:44:00,1
2019-09-08 11:46:00,1
2019-09-08 17:12:00,1
2019-09-08 17:14:00,1
2019-09-08 17:17:00,1
2019-09-08 17:22:00,1
2019-09-08 17:31:00,1
2019-09-09 16:47:00,3
2019-09-10 08:27:00,1
2019-09-10 20:39:00,1
2019-09-11 14:19:00,1
2019-09-11 14:21:00,1
2019-09-11 14:24:00,1
2019-09-11 14:29:00,1
2019-09-11 14:38:00,1
2019-09-11 14:55:00,1
2019-09-11 22:31:00,1
2019-09-11 22:33:00,1
2019-09-11 22:36:00,1
2019-09-11 22:41:00,1
2019-09-11 22:50:00,1
2019-09-11 23:07:00,1
2019-09-12 07:42:00,1
2019-09-12 09:12:00,1
2019-09-13 05:07:00,1
2019-09-15 06:21:00,1
2019-09-15 18:08:00,1
2019-09-16 12:52:00,1
2019-09-16 17:49:00,1
2019-09-17 03:12:00,1
2019-09-17 11:49:00,1
2019-09-17 11:51:00,1
2019-09-17 11:55:00,1
2019-09-17 12:01:00,1
2019-09-17 12:10:00,1
2019-09-17 12:32:00,1
2019-09-17 16:44:00,1
2019-09-17 16:46:00,1
2019-09-17 16:49:00,1
2019-09-17 16:54:00,1
2019-09-17 17:03:00,1
2019-09-17 17:20:00,1
2019-09-18 11:46:00,1
2019-09-18 11:48:00,1
2019-09-18 11:51:00,1
2019-09-18 11:56:00,1
2019-09-18 12:23:00,1
2019-09-18 14:16:00,1
2019-09-18 14:26:00,1
2019-09-18 19:25:00,1
2019-09-18 23:37:00,1
2019-09-18 23:39:00,1
2019-09-18 23:43:00,1
2019-09-18 23:48:00,1
2019-09-19 02:26:00,1
2019-09-19 02:28:00,1
2019-09-19 02:31:00,1
2019-09-19 02:36:00,1
2019-09-19 02:45:00,1
2019-09-19 10:40:00,1
2019-09-19 17:21:00,1
2019-09-19 17:23:00,1
2019-09-19 17:26:00,1
2019-09-19 17:31:00,1
2019-09-19 17:40:00,1
2019-09-19 17:58:00,1
2019-09-19 18:01:00,1
2019-09-19 18:06:00,1
2019-09-19 18:15:00,1
2019-09-19 18:32:00,1
2019-09-20 00:54:00,1
2019-09-20 06:11:00,1
2019-09-20 06:13:00,1
2019-09-20 06:16:00,1
2019-09-20 06:21:00,1
2019-09-20 10:13:00,1
2019-09-20 10:15:00,1
2019-09-20 10:19:00,1
2019-09-20 10:24:00,1
2019-09-20 10:33:00,1
2019-09-20 10:50:00,1
2019-09-21 13:19:00,1
2019-09-23 04:20:00,1
2019-09-23 06:00:00,1
2019-09-23 20:32:00,1
2019-09-23 23:37:00,1
2019-09-23 23:40:00,1
2019-09-23 23:45:00,1
2019-09-23 23:54:00,1
2019-09-24 00:11:00,1
2019-09-24 08:41:00,1
2019-09-25 04:58:00,1
2019-09-25 06:18:00,1
2019-09-25 07:41:00,1
2019-09-25 10:37:00,1
2019-09-26 05:09:00,1
2019-09-26 06:17:00,1
2019-09-26 18:52:00,1
2019-09-27 11:08:00,1
2019-09-27 14:24:00,1
2019-09-27 19:53:00,1
2019-09-28 01:48:00,1
2019-09-28 13:15:00,1
2019-09-29 19:10:00,1
2019-09-29 22:31:00,1
2019-09-29 23:40:00,1
2019-09-30 10:32:00,1
2019-10-01 20:33:00,1
2019-10-02 07:18:00,1
2019-10-02 09:52:00,1
2019-10-03 04:39:00,1
2019-10-03 08:29:00,1
2019-10-03 16:46:00,1
2019-10-03 16:48:00,1
2019-10-03 20:16:00,1
2019-10-03 21:41:00,1
2019-10-04 13:38:00,1
2019-10-04 13:40:00,1
2019-10-04 16:38:00,1
2019-10-06 20:25:00,1
2019-10-07 05:00:00,1
2019-10-07 07:21:00,1
2019-10-08 01:35:00,1
2019-10-08 03:44:00,1
2019-10-08 19:50:00,1
2019-10-09 01:22:00,1
2019-10-09 11:50:00,1
2019-10-09 17:23:00,1
2019-10-10 07:13:00,1
2019-10-10 07:15:00,1
2019-10-10 13:53:00,1
2019-10-10 13:55:00,1
2019-10-10 13:58:00,1
2019-10-10 14:03:00,1
2019-10-10 14:12:00,1
2019-10-11 04:23:00,1
2019-10-11 04:25:00,1
2019-10-13 02:01:00,1
2019-10-13 03:15:00,1
2019-10-13 13:00:00,1
2019-10-13 21:16:00,1
2019-10-14 00:58:00,1
2019-10-14 02:57:00,1
2019-10-14 02:59:00,1
2019-10-14 03:02:00,1
2019-10-14 03:07:00,1
2019-10-14 03:16:00,1
2019-10-14 05:01:00,1
2019-10-14 17:10:00,1
2019-10-14 19:27:00,1
2019-10-15 06:04:00,1
2019-10-15 08:54:00,1
2019-10-17 00:34:00,1
2019-10-17 00:36:00,1
2019-10-17 00:39:00,1
2019-10-17 00:44:00,1
2019-10-17 00:53:00,1
2019-10-17 01:10:00,1
2019-10-17 13:06:00,1
2019-10-17 19:31:00,1
2019-10-17 19:33:00,1
2019-10-18 20:02:00,1
2019-10-21 02:37:00,1
2019-10-21 11:01:00,1
2019-10-22 07:09:00,1
2019-10-22 07:11:00,1
2019-10-22 07:14:00,1
2019-10-22 07:19:00,1
2019-10-22 07:28:00,1
2019-10-22 20:01:00,1
2019-10-23 00:03:00,1
2019-10-23 00:14:00,1
2019-10-23 21:01:00,1
2019-10-23 21:03:00,1
2019-10-23 21:11:00,1
2019-10-23 21:20:00,1
2019-10-23 21:37:00,1
2019-10-24 11:30:00,1
2019-10-24 13:51:00,1
2019-10-24 15:21:00,1
2019-10-26 05:55:00,1
2019-10-28 16:56:00,1
2019-10-29 16:36:00,1
2019-10-29 17:18:00,1
2019-10-29 17:58:00,1
2019-10-29 23:15:00,1
2019-10-30 10:04:00,1
