8,select top # * from [WISE_AGN_R9#_ptsrc_VIZIER2_SDSSspecDR1#_#as]
2019-08-23 00:55:00,1
2019-08-23 01:04:00,1
2019-08-23 01:06:00,1
2019-08-23 10:33:00,1
2019-08-23 10:38:00,1
2019-08-23 10:50:00,2
2019-08-23 10:59:00,1
