5,"select type, psfMag_r, psfMagErr_r, extinction_r FROM star WHERE ra BETWEEN # AND # AND dec BETWEEN # AND #"
2019-09-17 00:27:00,1
2019-09-17 01:00:00,1
2019-09-17 01:26:00,1
2019-09-17 01:28:00,1
2019-09-17 01:29:00,1
